contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var
contig_5040	774	517.609	91.6875	140.273	78.9407	117.202	29.0272	15.8211	91.6875	140.273	226.266	1308.72
contig_5041	604	269.839	38.4097	3.99514	44.1211	4.16409	20.2291	0.574342	38.4097	3.99514	128.67	28.6102
contig_5042	1651	186.23	29.5656	10.4605	26.5623	12.3783	12.6929	1.92356	29.5656	10.4605	87.8434	107.063
contig_5043	3244	528.419	82.4056	76.1855	87.6936	14.8178	33.192	6.19977	82.4056	76.1855	242.722	171.495
contig_5044	9064	748.669	122.015	3262.11	116.42	2568.49	72.4226	408.493	122.264	3272.95	315.548	16277.2
contig_5045	12297	221.581	44.8322	247.106	30.4685	53.7823	20.3968	14.0737	44.3323	238.202	81.5509	424.747
contig_5046	12472	92.7379	16.9988	98.2025	15.5655	116.192	3.22975	4.21789	16.7364	96.4339	40.2074	510.862
contig_5047	2552	404.769	88.2502	292.19	63.4646	182.861	2.11157	1.3828	88.2502	292.19	162.693	827.312
contig_505	15434	140.341	27.8684	192.814	23.7669	153.303	5.04672	5.49905	28.1577	200.886	55.501	611.321
contig_5051	26899	183.494	21.01	16.0414	21.3507	22.9089	47.3595	64.5573	21.01	16.0414	72.7636	107.606
contig_5054	162538	88.0597	17.3161	21.338	12.9692	15.8851	6.08222	4.19124	17.3148	21.3561	34.3774	53.955
contig_5058	18032	93.6579	11.4869	24.7891	13.679	29.2096	24.5727	47.7054	11.4869	24.7891	32.4326	92.4338
contig_5060	110436	428.932	46.303	373.313	59.1324	595.983	113.845	2930.4	46.3077	373.131	163.344	4849.35
contig_5061	4570	51.2857	10.1738	6.67744	11.0446	12.727	0.0536199	0.0507501	10.1328	6.75104	19.881	20.1026
contig_5067	5596	49.6175	8.46805	10.7218	12.5182	16.7533	1.1054	3.37438	8.46805	10.7218	19.0578	27.5426
contig_5069	7021	32.095	4.55945	3.55823	4.64008	6.17047	0	0	4.55945	3.55823	18.3361	35.4183
contig_5071	465934	46.9141	8.53111	43.7146	7.24555	23.0222	2.63189	4.8371	8.52763	43.4375	19.9779	188.623
contig_5072	2204	242.727	46.5789	39.9576	39.2799	40.9096	9.7298	0.80907	46.5789	39.9576	100.56	34.5788
contig_5074	7379	81.8072	10.8449	8.74823	12.2417	4.91427	13.1495	20.2931	10.8449	8.74823	34.7261	80.9783
contig_5075	8904	45.8561	7.97007	8.96204	7.20996	12.5385	0	0	7.97007	8.96204	22.706	141.642
contig_5077	2500	89.5574	9.30511	4.70168	18.6136	17.1048	5.8617	4.24434	9.30511	4.70168	46.4719	13.169
contig_5079	9957	54.9678	10.7695	32.5678	7.15234	8.77099	6.20281	5.19691	10.8699	31.7863	19.9733	98.5595
contig_508	775430	74.7567	10.8361	12.2503	10.6192	14.4434	13.2806	34.5555	10.8319	12.1745	29.189	48.4195
contig_5081	2665	268.758	67.0453	20.7792	36.5626	12.4283	0.26839	0.196435	67.0453	20.7792	97.8366	66.2613
contig_5083	2824	68.3837	8.84555	6.32518	8.23298	3.26073	7.13239	1.42278	8.84555	6.32518	35.3272	32.655
contig_5084	70361	44.0147	9.40343	13.6535	5.84232	6.69143	0.00571136	0.00918256	9.40343	13.6535	19.3598	30.648
contig_5085	113031	77.0776	11.8014	27.5865	12.5695	28.5062	10.8691	15.6723	11.7668	27.3194	30.0707	158.623
contig_5086	386660	70.7536	10.6799	15.6431	10.4475	13.8216	9.56009	12.4403	10.6782	15.6041	29.3878	55.3333
contig_509	168505	56.4389	10.4693	18.9852	8.30186	11.8148	3.65538	3.45168	10.4638	19.0437	23.5486	52.3983
contig_5092	199839	150.128	25.5295	153.693	20.6008	108.324	21.7327	76.5583	25.5169	153.858	56.7477	669.997
contig_5093	31655	278.592	46.985	420.141	39.3248	272.617	30.0316	231.326	46.9381	423.845	115.313	2606.19
contig_5094	3365	188.799	36.8709	71.9964	28.2547	100.4	5.85039	8.54237	36.8709	71.9964	80.9521	181.508
contig_5095	3620	93.102	18.0421	13.187	22.0248	26.3936	0.991066	0.301167	18.0421	13.187	34.002	57.8051
contig_5097	2582	50.4383	11.0715	4.0541	8.71793	4.43463	1.23191	0.318057	11.0715	4.0541	18.3454	38.1726
contig_510	19469	80.5619	10.3402	31.1322	12.1904	52.9144	12.6043	70.8011	10.3756	32.9205	35.0514	232.94
contig_5101	10507	684.142	56.6983	510.165	104.237	1723.5	220.295	1900.2	56.4687	515.721	246.444	9211.53
contig_5104	20380	33.7744	5.30336	5.80643	4.08571	2.61533	0	0	5.30336	5.80643	19.082	51.4966
contig_5105	9424	166.465	32.5754	89.4187	30.6832	94.8046	0	0	32.5754	89.4187	70.6312	427.131
contig_5107	2708	70.364	14.2267	16.4601	12.8284	18.3002	0	0	14.2267	16.4601	29.0821	38.3576
contig_511	5112	29.4667	6.9478	12.0154	3.50282	3.80337	1.41133	0.621091	6.30875	11.8184	11.2961	29.1978
contig_5115	4304	87.9824	15.3464	2.50966	10.2092	2.48187	6.33943	0.331661	15.3464	2.50966	40.741	10.3996
contig_512	13604	57.3564	11.3621	6.98677	7.93548	6.3647	3.96774	0.180952	11.2193	7.89786	22.8717	20.5506
contig_5127	40194	161.997	22.6504	230.914	24.5016	333.187	34.2043	403.383	22.8312	239.918	57.8096	1389.3
contig_5128	12965	125.098	14.663	6.64113	21.2	4.22112	29.4466	3.9525	14.663	6.64113	45.1252	41.0512
contig_513	39064	45.9137	8.04482	9.06361	6.75528	16.2022	4.25158	5.23593	7.98628	8.36648	18.8758	52.0269
contig_5131	6311	88.3756	16.719	3.06758	11.974	4.08439	16.0164	10.5825	16.719	3.06758	26.9471	17.7645
contig_5133	26347	57.8349	9.26362	56.8265	9.45517	42.8638	5.54518	11.4039	9.08207	54.0752	24.4889	250.647
contig_5134	28708	119.543	21.5524	142.515	19.1556	97.8083	8.97153	35.1941	21.3487	142.956	48.515	572.742
contig_514	16524	183.154	31.3463	139.053	28.3052	88.3388	19.5813	9.93694	31.5125	137.257	72.409	356.723
contig_5141	3809	47.2968	10.126	1.83784	9.57256	7.93856	0	0	10.126	1.83784	17.4723	3.20885
contig_5143	14597	389.145	86.7201	211.068	55.5052	98.105	5.31294	2.83164	86.9466	201.09	154.66	468.952
contig_5145	32048	63.5019	12.9082	72.9671	7.70299	18.199	0.3293	0.293992	12.7566	72.4785	29.8048	80.8303
contig_5146	9175	314.906	68.6334	5089.36	45.9075	2190.3	6.5292	0.896428	68.5263	5058.29	125.309	14311.2
contig_5147	1814	181.694	56.7163	179.204	21.6935	31.5348	0.998798	0.00120119	56.5697	186.122	45.7157	223.283
contig_5149	60460	40.5572	7.5025	16.7481	5.62933	5.87535	1.94114	1.76967	7.49193	16.7461	17.9923	70.7514
contig_515	10705	69.2317	11.7919	75.1686	10.2014	57.3877	2.97451	9.17591	11.5413	72.6442	32.7227	460.008
contig_5150	10840	1987.07	227.267	12261.3	286.037	22255.6	574.982	78932.1	227.174	12202.2	671.613	105146
contig_5155	8814	172.503	33.0511	120.993	27.5497	166.733	7.11323	7.08771	32.9565	123.018	71.8319	513.813
contig_5156	8302	390.578	69.792	601.085	65.2685	874.317	33.1705	205.275	69.6969	604.784	152.65	3643.64
contig_516	9955	63.1704	11.7421	32.4474	10.8345	20.2769	0.0502805	0.0477595	11.7197	32.5787	28.8239	93.8237
contig_5163	7032	489.469	85.6777	963.573	74.2424	746.707	54.297	32.4073	85.7913	979.708	189.461	3929.4
contig_5164	1504	92.873	14.7216	15.9231	18.26	25.5805	1.82422	0.82939	15.1677	14.4737	42.8996	63.2834
contig_5166	21068	115.249	22.6079	399.607	18.367	281.753	3.84258	4.91793	23.0002	398.686	47.4316	1774.68
contig_5167	23844	393.205	68.8687	1092.89	65.6468	625.16	33.1231	34.5434	68.7591	1093.76	156.808	4011.55
contig_5170	17089	41.0417	3.83352	2.54126	5.82844	4.27581	6.53687	2.70154	3.83352	2.54126	21.0093	11.3394
contig_5173	2928	36.7747	7.61411	2.42573	4.11375	2.20597	0	0	7.61411	2.42573	17.4327	17.9106
contig_5177	7947	147.352	18.6242	9.56138	17.1583	12.0215	36.0136	24.7717	18.6242	9.56138	56.9314	47.3962
contig_5178	6772	130.688	20.1413	141.942	18.606	167.111	17.5651	148.517	20.1413	141.942	54.2342	1064.32
contig_5179	5440	143.221	20.7924	962.476	17.3285	541.312	25.5832	1831.13	20.6229	943.385	58.8936	5279.06
contig_5182	571400	181.042	24.116	54.9129	25.4577	44.6745	39.7575	94.825	24.116	55.0269	67.5946	204.626
contig_5187	405454	85.5562	10.905	37.6849	12.0115	30.5751	20.6558	84.6475	10.9019	37.7541	31.082	174.577
contig_5188	85789	77.3823	9.46882	15.0928	10.1592	12.8766	18.4793	26.484	9.46882	15.0928	29.8062	62.2532
contig_519	2059	251.636	46.4442	49.594	41.5521	45.823	16.6721	10.9438	46.4442	49.594	100.523	167.88
contig_5203	1985	52.1684	4.48665	4.72108	8.86921	19.0735	0.112807	0.100136	4.29755	4.76425	34.4022	194.876
contig_5204	17863	105.202	15.1594	97.8164	21.4029	144.465	1.47784	16.1577	14.5445	77.3519	52.6169	774.019
contig_5205	3303	254.162	30.7805	264.808	40.287	493.023	39.6746	897.082	31.3254	206.992	112.094	1836.16
contig_5206	5197	156.423	25.3856	394.649	21.1888	297.362	14.5821	133.891	25.2611	389.808	70.0055	2130.71
contig_5209	3451	69.113	9.60921	5.97877	11.7807	4.84639	11.9527	3.54079	9.60921	5.97877	26.1612	20.5307
contig_5213	13435	60.2977	5.39307	10.8278	10.0448	14.3389	12.0235	8.94219	5.38427	10.8435	27.4521	59.4974
contig_5218	8324	54.2163	6.48679	5.50603	6.22939	3.54685	14.4146	2.59436	6.48667	5.50538	20.5989	21.6069
contig_522	32872	148.883	25.6718	155.598	24.4718	171.918	8.07142	36.2363	25.677	154.964	64.9907	1267.63
contig_5220	22207	109.78	10.6361	9.24339	12.7797	4.5088	31.1808	4.02976	10.6361	9.24339	44.5471	51.9882
contig_5222	1185	9.08502	1.37101	0.235524	0.41256	1.08592	0.15942	0.290808	1.28406	0.2055	5.85797	7.64038
contig_5225	2727	40.8572	7.68374	1.37241	5.29608	5.56955	1.06248	2.50346	7.68374	1.37241	19.1312	26.7839
contig_5227	5720	94.8758	12.8882	9.28188	16.0928	26.8086	4.65476	5.03488	13.6118	8.87076	47.6282	45.1574
contig_5230	9018	360.715	44.355	25.0539	48.7783	16.6091	94.2781	18.9191	44.355	25.0539	128.949	96.3413
contig_5235	33509	183.261	37.8454	726.191	26.1355	360.636	9.43332	31.1409	37.9522	735.778	71.8948	2786.93
contig_5238	2570	7.08264	2.10165	1.36375	2.1719	0.440873	0.117769	0.153536	2.14545	1.30916	0.545868	0.280245
contig_5243	42065	405.289	46.8977	203.953	58.5729	416.205	103.657	543.491	46.8178	204.506	149.344	2475.15
contig_5244	24059	523.392	56.9041	54.3061	67.604	89.9163	150.372	185.735	56.9219	54.2476	191.59	567.74
contig_5245	17336	47.9356	5.72588	8.41217	6.06703	7.28062	13.8463	15.4313	5.69184	8.14335	16.6046	28.6335
contig_5247	29430	402.188	48.4827	37.7065	52.4709	39.0732	104.449	79.7619	48.4915	37.6244	148.294	166.307
contig_5248	28169	58.1318	8.35729	27.4576	10.3602	46.3981	10.955	46.8514	8.35062	27.478	20.1087	113.867
contig_525	2865	85.4759	13.9451	1.60603	18.4221	6.63251	1.58269	1.50857	13.9451	1.60603	37.5808	10.3297
contig_5253	782052	61.2604	8.42261	11.3128	8.12411	10.5388	14.3938	19.7668	8.43271	11.5295	21.8873	36.7366
contig_5256	2311	47.6756	7.86395	0.507412	8.64461	1.75047	0	0	7.86395	0.507412	23.3031	7.04007
contig_5257	33269	182.457	17.5728	62.8893	25.5322	101.562	57.2981	494.791	17.5728	62.8965	64.4808	768.004
contig_5259	21546	140.005	18.3194	51.5181	21.9276	46.7366	30.7339	115.704	18.3776	49.4341	50.6463	180.87
contig_5260	38989	268.711	32.1139	302.208	38.3391	373.939	74.737	1232.56	32.1142	302.506	91.4071	2041.77
contig_5261	110309	83.8086	8.35863	97.0214	11.209	187.643	24.3864	707.223	8.35845	97.0141	31.4961	1044.03
contig_5262	7926	69.4032	7.78781	26.855	8.86175	96.1117	15.7568	60.0837	7.2037	24.2293	29.7931	422.954
contig_5263	4691	44.7789	4.05417	1.90412	5.55054	7.82383	11.9055	26.7392	4.05417	1.90412	19.2145	78.2707
contig_5265	27273	158.341	14.541	20.7429	19.6554	26.0976	55.0749	124.096	14.5827	20.5779	54.4874	115.945
contig_5266	10583	51.9519	9.06978	8.78885	5.37851	16.6863	8.69021	12.8943	9.06978	8.78885	19.7436	31.0932
contig_5269	4212	220.398	32.8712	1077.98	31.9441	921.072	34.4678	1371.21	33.0497	1080.92	88.0655	6621.37
contig_5271	7105	154.182	13.0059	9.23762	24.7602	24.4813	43.7202	35.1172	13.0059	9.23762	59.6897	85.3583
contig_5274	38858	304.257	28.2383	133.915	49.2796	367.848	87.0682	796.88	28.1893	135.556	111.481	1790.63
contig_5275	14772	52.6862	5.25202	67.1528	7.36835	151.801	16.2419	886.697	5.25202	67.1528	18.5719	936.256
contig_528	1791	271.026	32.5582	554.375	42.7087	670.394	63.1402	2915.91	32.5582	554.375	100.06	4173.46
contig_5283	2842	38.5591	6.31426	1.19218	5.77266	2.07166	1.39153	0.239809	6.31426	1.19218	18.7663	18.7438
contig_5287	49173	55.0952	4.94337	11.2927	9.19162	25.0181	11.4487	62.8077	4.85462	11.0913	24.6568	85.28
contig_5294	5413	70.8702	15.2647	24.8336	9.49934	34.0532	1.32491	0.344039	15.2328	24.8468	29.5485	69.8468
contig_5295	5118	80.3502	20.8116	135.534	9.91727	27.8111	0.871377	1.80612	20.8116	135.534	27.9384	217.817
contig_5296	26877	558.205	97.4212	2428.83	92.8239	2851.03	52.7123	210.016	97.2442	2460.23	218.003	3913.46
contig_53	11265	51.0118	10.5099	33.4395	7.94701	6.62834	0.9991	0.000899015	10.5992	32.0636	20.9566	35.0476
contig_530	21224	187.503	20.3669	247.584	25.8747	476.633	47.8245	2230.98	20.4547	248.683	72.9823	3218.45
contig_5300	21510	207.067	40.5696	764.166	36.2919	358.983	8.6515	5.0842	40.62	766.696	80.9342	1000.03
contig_5301	881	70.2107	21.9973	25.5178	10.7004	33.1141	2.23529	0.969215	20.6744	22.3432	14.6033	57.571
contig_5302	21254	408.581	70.1889	2306.2	53.5478	1046.5	34.8813	102.509	70.2436	2342.32	179.719	2975.96
contig_5303	27384	464.885	86.0092	1102.84	64.9614	427.813	49.8065	145.435	85.9939	1136.68	178.114	2651.66
contig_531	34791	706.266	75.1434	3442.4	93.8644	5999.06	224.511	44954.5	75.1011	3423.81	237.646	40376.8
contig_5310	38797	65.189	6.83657	16.4037	9.02412	16.0499	20.0832	112.769	6.83828	16.2092	22.4069	173.171
contig_5313	25253	44.3431	3.68386	5.40736	6.34346	19.2039	14.3136	34.0601	3.69808	5.44752	16.3041	43.9017
contig_5317	99563	58.3334	6.29692	65.2297	8.80085	108.838	15.0829	311.047	6.29605	65.2394	21.8567	795.752
contig_532	586	618.041	78.4495	14.5377	80.5482	8.78157	166.711	4.02204	78.4495	14.5377	213.883	70.6829
contig_5322	73351	58.0396	7.30124	48.9765	7.40224	27.3561	12.5045	169.536	7.30072	49.0418	23.5309	255.926
contig_5324	18449	64.4069	10.6623	28.9825	10.5968	31.3516	0.0527351	0.0499742	10.3147	23.8425	32.7804	97.4453
contig_5325	1.07799e+06	793.708	101.234	485.19	114.331	620.187	180.353	1183.42	101.237	484.907	296.554	4016.76
contig_5326	7190	442.894	55.0783	67.4237	67.1712	19.0619	100.925	22.6935	55.0783	67.4237	164.642	98.2495
contig_5327	8873	45.2122	5.82678	3.62246	9.11315	16.4995	0	0	5.97168	3.91908	24.3006	48.1255
contig_5329	11383	55.7901	11.679	21.5937	7.90261	16.5143	0	0	11.7057	21.6563	24.5028	59.2742
contig_5331	46982	92.3875	10.2635	52.6899	14.8773	96.5547	24.5483	246.678	10.3048	54.7227	32.3936	390.919
contig_5332	1500	59.1074	9.67259	2.75857	11.3096	1.11679	7.99704	0.00295639	9.67259	2.75857	20.4556	4.14886
contig_5336	24314	338.914	45.6023	225.979	48.3028	223.889	78.5958	1213.54	45.6075	242.478	120.806	1877.19
contig_5337	13714	400.536	53.6955	203.516	65.3579	307.052	77.8812	264.432	53.6867	211.327	149.915	1383.69
contig_5339	276811	388.1	52.1604	53.5598	56.012	46.6268	79.5486	84.507	52.1665	54.0615	148.212	204.258
contig_5340	1580	13.8965	2.83846	2.2503	0.348951	0.321112	0.093007	0.166992	2.83846	2.2503	7.77762	2.65312
contig_5344	2741	136.84	26.4164	57.4839	17.9907	39.284	9.47781	29.3474	27.7287	72.4207	55.2266	312.128
contig_5348	5923	128.001	21.5197	58.0849	23.3047	46.4631	1.4036	2.02164	21.5197	58.0849	60.2536	111.923
contig_535	7325	1802.07	192.381	142.562	240.97	175.402	553.141	533.264	192.381	142.562	623.2	924.852
contig_5351	1663	60.2855	17.1077	25.7601	7.70588	4.08607	0.959022	0.0393248	17.1077	25.7601	17.4052	20.6022
contig_5352	55853	412.415	56.6415	93.9764	59.0438	33.7853	83.8155	80.1725	56.5996	93.6087	156.314	211.023
contig_5356	109754	364.513	50.8281	129.931	52.4197	169.525	70.7194	230.555	50.8275	129.976	139.718	877.784
contig_5358	25655	303.065	37.5953	46.8257	44.6748	44.1514	58.0302	88.4069	37.6008	47.2299	125.164	140.938
contig_5360	11319	285.47	32.5475	256.601	44.3896	275.585	66.8122	142.555	32.3084	237.681	109.412	1970.75
contig_5361	28340	220.194	23.2066	255.551	25.3394	232.077	73.769	1046.73	23.269	260.869	74.6104	2756
contig_5362	2456	226.025	21.428	125.939	24.771	151.131	75.5069	1149.5	22.595	125.872	81.7242	1462.71
contig_5363	646914	72.7814	8.41703	13.9723	10.416	19.6369	18.4362	38.785	8.41703	13.9675	27.0951	69.7325
contig_5367	45172	156.62	20.8982	35.3849	23.7773	47.4335	35.1293	121.877	20.9426	35.7547	55.8723	209.092
contig_5368	39616	67.8647	6.83758	30.0067	10.7989	46.3754	16.22	55.8185	6.82864	29.3591	27.1795	300.469
contig_5370	773	60.6661	13.549	2.64994	7.8764	0.716213	4.63082	0.233259	13.549	2.64994	21.061	3.11846
contig_5372	1337	48.6605	4.492	1.37324	10.0253	5.13931	2.33698	4.37706	4.492	1.37324	27.3142	16.3978
contig_5373	80400	293.2	37.5576	57.9615	47.2221	64.2128	37.3082	433.78	37.5616	58.0174	133.55	437.655
contig_5375	2320	97.4373	10.4184	17.884	18.8862	61.4741	12.2147	35.1747	10.271	17.1907	45.647	280.113
contig_5376	55618	127.624	22.3986	175.385	19.1376	126.501	16.2721	91.4429	22.4424	176.793	47.373	759.556
contig_5377	41372	147.109	28.1399	368.018	22.3682	197.778	12.8313	60.9784	28.0805	365.927	55.689	1275.3
contig_5378	25831	49.6564	9.82672	18.1463	8.18889	16.8955	3.22647	7.32818	9.77871	18.1785	18.6356	77.0792
contig_5382	35488	130.294	16.8686	78.0819	23.3719	127.539	12.2023	60.4515	16.89	78.4034	60.9612	696.391
contig_5384	810	26.9076	8.19242	4.71709	8.18485	9.33753	0	0	3.62121	2.8821	6.90909	5.32101
contig_5387	1543	11.9483	3.12347	1.28217	0.515434	0.24994	0.0603015	0.0567075	3.06604	1.04448	5.18306	1.87523
contig_5389	1309	35.8326	5.51251	2.38133	2.70233	0.993368	4.36324	4.5613	6.18292	5.29463	17.0716	10.3827
contig_5390	2765	63.7254	9.54952	38.4545	9.19503	36.4527	0.31434	0.215613	10.6669	40.7282	33.9996	495.798
contig_5394	793537	47.4718	5.79225	10.4421	6.27541	10.8644	12.6028	29.0668	5.79285	10.4481	17.0085	37.1736
contig_5398	7005	71.8763	7.93056	1.22218	6.78993	1.01829	15.5879	1.32291	7.93056	1.22218	33.6373	5.34412
contig_540	2188	1081.89	111.27	57.4608	142.33	51.1854	326.519	31.3564	111.27	57.4608	390.501	200.529
contig_5400	4102	46.7194	7.50228	2.65547	3.53036	1.64875	1.80137	0.184528	7.50228	2.65547	26.3831	44.5545
contig_5406	5135	80.324	10.3468	18.7329	12.1944	17.9429	13.4136	34.6141	10.8688	19.2334	33.5003	58.303
contig_5408	39909	156.59	14.415	104.079	20.4317	160.201	46.9284	863.824	14.428	105.098	60.3868	1561.47
contig_541	3369	2738.87	289.479	509.173	363.254	771.242	827.28	1376.82	289.479	509.173	969.382	5436.02
contig_5411	754	91.0513	8.08609	9.68079	15.2169	29.1783	30.3195	116.907	8.45364	8.26814	28.9752	87.5666
contig_5412	1037	231.044	15.7227	11.1488	21.6043	9.24166	106.918	67.0818	15.3822	12.4599	71.4171	187.067
contig_5414	13664	90.0676	12.3197	243.469	13.205	291.288	20.8716	738.766	12.4215	242.815	31.2498	1029.03
contig_5416	2239	58.5227	10.1474	4.07215	9.54141	6.77039	0.0397319	0.0381715	10.1474	4.07215	28.6467	13.0149
contig_5417	239892	223.9	36.9062	122.16	34.7534	121.75	21.4886	68.2355	36.8984	122.124	93.853	892.859
contig_5418	11714	42.7688	7.42027	11.965	8.69137	27.4581	0.338983	0.224106	7.49542	11.757	18.8227	36.9132
contig_542	11543	42.1988	5.10612	14.1118	5.67006	7.07568	8.56772	10.4597	5.13658	13.829	17.7183	70.9016
contig_5428	3055	37.212	7.01343	2.78037	5.46919	4.59631	0.723924	1.15867	7.01343	2.78037	16.9921	11.2089
contig_543	79138	69.8473	8.92084	89.519	9.48871	155.07	14.531	334.279	8.92119	89.4078	27.9856	1049.54
contig_5430	9629	568.167	98.9461	691.813	100.209	888.314	9.80968	1.38299	98.7544	694.176	260.447	5118.31
contig_5432	644	177.628	39.7267	213.696	28.498	78.9037	1.09919	0.418136	39.7267	213.696	68.5769	359.072
contig_5433	10200	321.186	64.8646	402.835	54.0406	227.618	10.0632	3.64364	64.9441	402.464	127.273	1195.35
contig_544	7087	43.0075	5.33473	16.3158	7.47196	33.4475	8.43088	25.9798	5.33473	16.3158	16.4352	93.9483
contig_5440	2830	221.987	33.5694	16.3342	44.1582	8.68504	10.4586	7.4742	33.5694	16.3342	100.231	39.1721
contig_5441	730	31.7552	6.67931	2.50493	6.90345	2.34299	1.91379	0.161812	6.67931	2.50493	9.57931	4.24067
contig_5444	25299	414.502	70.5579	1545.19	66.0838	1283.26	23.0852	181.477	70.6413	1545.65	184.133	7237.35
contig_5445	790	125.673	23.0312	3.43251	25.9672	10.038	5.87031	0.623217	23.0312	3.43251	47.7734	30.9519
contig_5446	880	53.6479	12.1452	6.04747	11.7863	8.13534	1.50548	0.250313	12.1452	6.04747	16.0658	10.056
contig_5449	13033	81.8464	13.4034	51.3668	14.1407	43.8265	5.24986	8.83641	13.2932	52.712	35.7593	266.469
contig_545	2461	364.215	46.1	425.11	57.891	632.913	68.6698	1136.01	46.1	425.11	145.454	3062.95
contig_5450	14399	159.994	28.6354	97.1513	27.6515	52.5265	7.454	4.05724	28.6417	96.5011	67.6111	371.833
contig_5451	1631	197.07	46.8386	24.226	22.3855	18.4101	0	0	46.8386	24.226	81.0074	52.8911
contig_5452	15813	64.8544	14.2208	71.2533	9.85571	29.3674	0.928239	0.273842	14.2429	71.4612	25.6067	223.491
contig_5453	6195	198.625	43.4104	189.092	34.246	208.347	1.07593	1.83523	43.5082	185.706	76.3848	544.499
contig_5454	10118	54.1402	12.1832	26.5519	7.68369	4.76617	0	0	12.537	24.6505	21.7364	94.7165
contig_5455	171401	423.77	102.413	1088.66	57.7355	364.093	8.67719	12.022	102.389	1091.26	152.555	2345.63
contig_5457	5105	71.2761	15.4416	9.96098	9.23653	3.04573	0.99778	0.00221542	15.4416	9.96098	30.1586	11.5965
contig_5458	1127	124.133	30.9048	68.2828	19.3767	20.7555	0	0	31.0686	74.6829	42.783	165.263
contig_5461	13322	83.1458	17.8895	50.3852	11.7596	28.9278	1.99841	0.316523	17.913	50.7451	33.5854	95.5808
contig_5464	12616	53.1851	3.85336	1.95892	9.27836	3.00574	13.9571	2.5034	3.85336	1.95892	22.2429	21.3249
contig_5465	8583	69.0774	9.19673	5.57098	8.90015	5.41004	21.6504	10.0736	9.19673	5.57098	20.1334	3.38818
contig_5467	3856	113.596	16.8133	202.359	11.7839	110.382	23.3073	403.561	16.837	201.706	44.8546	1459.92
contig_5469	2535	19.1753	4.40461	4.41554	4.54214	3.8423	0.593291	1.16256	4.25451	2.68057	5.38071	5.46999
contig_547	4162	101.306	11.7946	70.7154	15.9766	176.073	25.0857	245.567	11.7946	70.7154	36.6545	665.089
contig_5471	869	8.48818	3.23922	0.923197	1.15855	0.543076	0	0	3.09875	1.25069	0.991655	0.451184
contig_5472	1498	905.712	152.657	17.1429	139.173	25.8355	60.9362	2.44581	152.657	17.1429	400.289	182.61
contig_5473	7382	60.3805	5.58767	46.6444	8.0737	32.0166	11.5169	21.1769	5.58767	46.6444	29.6146	667.948
contig_5474	117766	50.6318	5.22118	7.63712	7.23003	29.6747	14.8031	101.85	5.21442	7.56724	18.1631	96.9459
contig_5476	5706	40.079	10.3877	18.6656	6.97282	8.57943	0.276998	0.200312	10.3877	18.6656	12.0538	12.3459
contig_548	60505	300.162	36.8541	388.591	44.1555	649.227	70.1581	1408.65	36.5124	378.113	112.482	4231.22
contig_5480	4815	35.8257	8.02744	10.5468	4.58971	2.76726	0	0	8.02744	10.5468	15.1811	33.1538
contig_5482	2603	56.4802	13.5821	6.53128	7.88504	0.884818	0	0	13.5821	6.53128	21.4309	23.5234
contig_5483	2709	40.2474	8.61508	7.885	4.93474	8.31126	1.20516	2.45554	8.61508	7.885	16.8773	41.3508
contig_5484	2349	98.2583	14.0318	37.2091	15.7331	33.6471	13.6348	22.3893	13.9595	36.8122	40.899	267.107
contig_5486	9183	31.1186	5.1779	15.1606	4.93889	3.43929	0	0	5.73696	17.0861	15.2648	43.1535
contig_5488	207711	206.41	24.3162	49.3	30.5597	48.036	50.8433	125.639	24.2638	50.1128	76.4268	310.84
contig_549	14201	263.934	38.2623	49.0958	37.3502	7.86077	53.6192	80.1756	38.2623	49.0958	96.4401	91.6228
contig_5492	40951	41.9535	4.29906	5.92529	5.67528	10.6278	10.5669	32.0677	4.28847	5.86421	17.1238	82.457
contig_5494	577	6921.68	914	8677.95	930.82	5740.99	1483.74	23964.7	914	8677.95	2679.12	65772.5
contig_5495	794	7279.62	927.02	3507.51	1059.48	3701.78	1491.31	419.011	926.284	3541.1	2875.53	23558.3
contig_5497	19125	369.294	42.4097	90.7869	50.9807	213.143	83.9884	856.029	42.4097	90.7869	149.505	2055.62
contig_5498	85563	155.028	18.2211	226.033	22.4843	279.285	41.896	829.101	18.1978	226.474	54.2283	1436.95
contig_550	2625	58.4586	14.1257	41.8431	7.95798	21.9853	0	0	12.5556	51.182	23.8194	57.9234
contig_5500	25603	99.7104	12.0388	126.514	10.9809	115.666	25.7735	525.176	11.9762	122.086	38.9411	2233.96
contig_5501	1295	390.944	36.455	5.83213	58.2559	11.2465	115.307	25.484	36.455	5.83213	144.471	117.539
contig_5502	5957	41.9096	8.01343	26.0631	6.35991	24.5578	1.88204	4.11885	8.01343	26.0631	17.6408	181.094
contig_5503	19271	140.437	25.7662	116.829	21.4267	72.2791	16.7892	54.1816	25.7662	116.829	50.6883	468.981
contig_5505	347761	94.0991	9.75313	17.419	12.7263	19.4163	28.7645	72.8501	9.75313	17.419	33.102	92.6138
contig_5509	8074	93.1619	16.1136	51.5169	14.2018	18.6094	0.0162797	0.0160166	16.1076	52.0294	46.7226	235.736
contig_5510	3897	79.1492	17.4115	47.3062	9.40246	15.3174	0	0	14.1967	34.251	38.1385	236.704
