contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var
contig_1	18697	105.58	14.0201	22.044	15.0111	32.043	22.3517	38.7818	14.0418	21.6334	40.1553	103.064
contig_10	3069	78.9448	10.1254	1.24266	11.5601	4.86049	8.60192	0.611176	10.1254	1.24266	38.532	8.3053
contig_1000	45069	119.374	10.3689	66.8124	17.4269	149.784	40.2078	752.478	10.2126	58.8505	41.1576	944.473
contig_1001	3728	78.9234	6.66238	1.18651	11.8354	2.68334	25.4584	6.3038	6.66238	1.18651	28.3049	13.7321
contig_1003	23601	87.6657	8.68615	28.6419	13.9373	21.558	27.4052	24.7754	8.71127	28.5265	28.9258	183.588
contig_1006	9054	81.9871	8.50371	28.7302	12.9115	45.8047	22.3735	79.6069	8.71103	31.832	29.4873	241.148
contig_1008	14860	111.45	8.77254	43.7535	18.3965	168.692	42.5706	357.382	8.67403	43.4961	33.036	625.425
contig_1009	3606	63.1377	5.89525	35.9173	8.28299	76.7066	17.208	317.369	5.45747	30.1254	26.294	625.264
contig_1011	52580	101.2	10.1431	82.2362	13.9836	179.109	25.5227	343.542	10.118	86.3534	41.4322	1063.38
contig_1014	1468	31.1942	6.06449	3.61693	5.96358	3.59014	2.51745	3.30838	4.30501	1.61533	12.3437	2.97745
contig_1015	240185	240.428	22.3843	192.078	32.4022	360.859	78.0223	1848.43	22.4195	196.45	85.1994	2260.67
contig_1016	21884	80.0917	7.30809	63.4201	8.46471	36.4655	28.7788	707.445	7.16739	60.2766	28.3728	199.449
contig_1017	27785	76.6293	7.56993	42.6768	12.0978	124.39	21.3013	551.715	7.23217	36.6127	28.4282	785.628
contig_1021	10609	65.7761	8.89358	90.9519	7.83832	125.673	16.6573	562.964	8.89368	93.0512	23.4932	691.379
contig_1022	75210	285.616	26.3091	62.4745	39.7831	144.518	87.0321	532.032	26.4257	60.5839	106.066	776.563
contig_1023	32298	159.839	14.5867	160.821	19.5979	221.232	52.9291	2140.97	14.7975	160.363	57.9274	1888.53
contig_1025	30944	179.988	16.019	13.9605	22.4926	54.3014	59.0752	155.175	16.019	13.9605	66.382	139.179
contig_1026	14337	76.9017	12.1919	82.3974	10.2537	23.0514	11.023	13.9514	12.2238	81.0119	31.2093	296.716
contig_1027	16392	100.197	16.0407	116.521	13.5563	49.5725	10.1946	45.011	16.032	114.522	44.3737	641.674
contig_1028	524056	140.992	24.0588	41.7604	20.9288	28.9151	10.7862	13.0947	24.0621	41.7764	61.1561	162.529
contig_1029	45980	126.278	23.0288	326.271	20.5223	163.848	8.4789	20.2913	22.3381	278.937	51.91	1970.58
contig_103	594	33.2703	10.2613	7.39435	4.78153	0.315596	0.128378	0.11215	9.9009	8.35133	8.1982	3.84324
contig_1030	12791	68.7943	11.6064	99.3744	12.3748	64.8505	3.91828	7.02515	11.6854	101.117	29.2094	457.03
contig_1031	312033	54.7474	9.72453	22.9533	7.51072	12.3825	4.25688	4.57136	9.73906	23.4235	23.5162	86.693
contig_1032	1882	3126.39	552.756	154.518	487.871	241.601	155.722	5.77664	552.756	154.518	1377.28	1878.06
contig_1033	22462	245.093	48.4664	5763.38	36.5199	4104.11	3.86675	50.538	48.0502	5788.82	108.19	30866.2
contig_1035	997	159.864	39.9362	235.269	18.3896	45.9899	0.251476	0.422501	38.5443	205.89	62.7426	260.594
contig_1036	1609	1238.21	112.463	346.768	179.639	1636.58	16.7971	3.66525	115.396	340.565	813.916	42262.8
contig_1037	1612	134.224	12.5978	51.6425	12.2155	16.3759	0.0376197	0.0362292	11.5834	60.5304	97.79	1090.21
contig_1038	1965	383.68	75.7994	2625.22	55.5008	1125.25	8.9708	28.8662	76.6452	2677.46	166.764	10777.7
contig_104	882	60.5369	16.7732	11.5791	6.38251	12.4472	0	0	18.0328	10.869	19.3484	11.6199
contig_1041	890	645.289	91.0351	832.302	104.655	409.944	14.2311	0.191455	92.6378	807.812	342.73	3379.28
contig_1042	27412	673.302	130.527	21523.7	106.802	13643.4	18.9828	282.207	129.367	21245.8	287.623	101186
contig_1045	24965	492.688	90.2351	12838.4	77.211	8735.15	18.7018	633.25	90.8251	12913.1	215.715	72925.7
contig_1046	3019	569.173	101.956	508.769	92.6068	476.522	23.7982	7.4895	101.845	504.022	248.966	2821.25
contig_1047	14634	562.162	108.712	329.868	95.5468	83.1983	20.9877	11.4334	108.663	328.041	228.252	509.149
contig_1048	13300	793.754	138.774	30627.7	122.842	23441.4	39.0537	3177.89	138.6	30869.3	354.484	204633
contig_1049	17770	363.29	63.6676	4029.92	50.6271	1961.91	19.9894	132.382	62.9589	3865.45	166.047	17624.3
contig_1050	5933	959.569	173.698	153.16	141.316	176.721	48.3019	12.7354	173.698	153.16	422.555	635.215
contig_1051	20829	422.73	79.5937	1590.62	61.6257	841.402	22.7776	86.1906	79.6267	1633	179.106	7947.76
contig_1054	26611	647.494	126.463	12397.9	99.3001	7085.24	19.6713	261.622	126.252	12292.9	275.808	48097.1
contig_1056	3345	1899.75	368.726	3466.92	260.008	1069.9	92.6344	8.60824	368.688	3497.36	809.693	12171.1
contig_1058	1337	589.967	132.002	1235.37	77.9334	606.955	7.83572	0.872645	133.943	1078.49	238.254	4970.97
contig_1059	1611	1097.76	214.565	9547.86	154.667	2773.57	15.4333	4.04845	216.561	9744.33	496.538	24430.6
contig_106	550	17.0225	2.81	0.715691	4.13	0.313884	0.995	0.00498747	1.795	1.4466	7.2925	2.35784
contig_1060	1421	319.386	48.6648	209.628	56.3312	166.308	7.91739	0.154587	48.6546	235.09	157.818	1223.59
contig_1061	6317	140.175	30.2471	12.3103	19.7715	9.00132	0.964164	0.0345554	30.2471	12.3103	58.9449	29.0238
contig_1062	25747	178.696	33.5523	539.931	27.2309	436.996	8.50225	47.4877	33.2849	558.736	76.1254	3749.37
contig_1064	3752	681.364	124.391	2515.27	102.407	1013	5.16546	1.00622	122.91	2722.81	326.49	9070.94
contig_1065	1394	603.934	91.2998	146.546	96.201	79.5622	26.5941	1.79405	98.0675	230.15	291.772	242.773
contig_1066	505	273.096	45.1634	50.0072	44.0676	27.227	6.97465	0.0360787	45.7408	56.1192	131.149	86.4325
contig_1067	824	2800.53	486.108	163.461	449.907	167.618	65.362	1.63101	486.108	163.461	1313.04	2792.47
contig_1068	619191	347.792	64.9991	358.971	51.2905	204.597	19.069	28.4663	65.0208	354.879	147.412	1522.41
contig_107	1894	203.521	53.4685	171.449	27.1462	66.9854	0.788417	0.16691	53.0235	152.51	69.094	211.218
contig_1070	6197	397.165	75.8823	51.1179	56.7018	30.6517	15.5389	3.30574	76.0617	51.1733	172.98	326.614
contig_1071	599379	52.4461	8.58993	18.4201	8.33888	14.3697	1.84005	1.79769	8.61811	19.4854	25.0591	62.5163
contig_1072	1630	733.286	131.701	96.8545	125.071	156.638	9.04662	2.7274	134.574	66.1905	332.893	381.022
contig_1074	5117	69.4119	10.1476	3.90917	10.2382	1.96202	7.74472	1.72022	10.1476	3.90917	31.1339	14.0559
contig_1076	9218	175.383	29.4467	77.7137	25.149	62.9917	16.4289	6.90626	29.7238	75.9242	74.6349	433.484
contig_1077	10247	85.0774	14.8191	84.0515	9.57463	24.4881	2.42686	2.70195	14.6987	82.7997	43.5581	507.154
contig_1081	32195	3902.19	709.397	2570.34	589.822	2588.93	195.001	128.316	709.397	2570.34	1698.57	18259.3
contig_1083	2042	3838.59	652.247	4057.16	597.471	1646.58	194.534	10.6509	651.681	4127.13	1742.65	14254.6
contig_1084	2195	932.937	163.027	3185.69	146.456	933.19	69.843	2.06588	167.079	2972.8	386.531	7962.89
contig_1087	1655	2561.13	554.984	10649.7	360.678	2523.37	188.363	74.4869	559.023	10242.4	898.082	14549.5
contig_1091	15998	1972.14	344.431	51809.2	309.148	43904.4	111.391	3063.82	347.822	52381.6	859.351	381468
contig_1092	840	138.472	16.5406	31.5433	18.3275	14.7837	38.1377	5.30903	18.2551	20.4283	47.2116	72.846
contig_1093	16300	2034.29	338.52	33633.3	302.822	26936	116.342	825.853	338.025	33633.4	938.58	200990
contig_1096	972	165.658	34.2798	10.7255	24.4708	4.60999	0	0	34.2798	10.7255	72.6277	73.1352
contig_1097	932	77.4514	19.6841	9.90139	12.0256	5.36937	1.48977	0.250214	19.6841	9.90139	24.5678	4.26107
contig_1098	2213	198.62	46.9001	180.884	26.8846	36.5628	0.964615	1.09235	46.1517	170.098	77.7193	217.623
contig_1099	30648	196.756	37.1136	2143.83	32.1866	1425.06	12.3257	138.11	36.8244	2071.41	78.3059	8838.53
contig_110	775	34.4816	8.3184	10.118	3.4992	2.33054	0.3136	0.2156	8.3184	10.118	14.032	5.31947
contig_1100	30416	49.7541	7.18681	23.2169	9.62103	32.8051	2.55346	4.31892	7.20254	24.1658	23.1903	125.815
contig_1101	48838	239.35	40.8098	10446.4	36.499	8870.02	14.5235	1350.85	41.0009	10503.9	106.517	76673.7
contig_1103	12594	192.473	41.3506	1020.25	26.8047	373.709	11.4114	11.7923	40.4034	972.313	72.5031	2790.67
contig_1105	167296	82.1447	13.0677	19.8296	12.199	15.4713	14.428	18.0036	13.0708	19.9186	29.3793	58.3703
contig_1106	45946	63.5261	7.38001	38.0725	8.08603	40.0721	18.1036	132.775	7.50476	39.9073	22.4517	307.302
contig_1108	1840	164.399	18.0645	8.13502	18.9828	1.67467	25.5444	8.41985	18.0645	8.13502	83.7426	23.8608
contig_1110	3336	276.188	36.8515	285.494	28.9984	168.502	50.0025	542.843	37.6883	294.889	122.647	2777.47
contig_1111	936285	168.361	19.215	43.7071	23.9588	43.0475	43.6108	102.66	19.2142	43.8034	62.3619	231.782
contig_1112	17840	50.0354	5.54336	19.0819	7.01945	24.3966	15.0736	142.869	5.54336	19.0819	16.8557	106.484
contig_1113	4059	148.781	20.2192	96.1676	20.153	130.627	32.1294	224.592	20.2192	96.1676	56.0604	367.574
contig_1114	773	95.6212	5.32263	2.9649	12.947	5.74804	42.1461	4.21175	5.32263	2.9649	29.8828	35.2
contig_1116	33839	114.891	12.9376	15.8988	13.5045	25.6871	29.8244	58.0618	12.7515	15.9383	45.8725	186.291
contig_1117	35393	62.5817	8.099	27.3462	9.81647	39.5195	10.9321	34.1078	8.20299	28.1373	25.5311	189.757
contig_1118	812533	60.4586	8.05896	21.2758	8.95604	38.4646	11.6253	73.8535	8.05755	21.2956	23.7608	184.269
contig_1119	73177	61.3595	6.55814	19.9297	6.85049	6.44895	20.719	83.299	6.56916	20.1035	20.6627	29.1835
contig_112	3534	163.288	39.6643	366.286	22.0278	103.409	0.630024	0.339579	39.9908	357.503	60.9746	309.59
contig_1121	17035	31.1177	3.40829	3.15167	4.83394	12.4504	5.55073	4.78975	3.40829	3.15167	13.9165	71.5066
contig_1123	10819	69.0564	6.72856	5.37061	6.37276	12.9968	17.9774	20.8518	6.72856	5.37061	31.2491	139.902
contig_1126	13958	59.2184	6.54628	49.1212	8.39448	90.5382	14.4888	112.184	6.54628	49.1212	23.2425	216.474
contig_1128	3437	41.4786	5.50137	3.76135	10.3529	16.049	1.81412	0.607873	5.40949	3.51327	18.4007	77.0302
contig_1129	45704	188.697	23.0591	163.883	28.3831	268.038	41.6642	595.601	23.3403	189.574	72.2502	2247.04
contig_113	624	44.5359	12.6751	4.93862	8.83122	3.70508	0	0	12.6751	4.93862	10.3544	8.93968
contig_1130	2393	8893.41	1620.14	2183.6	1374.23	2173.49	419.699	130.636	1620.14	2183.6	3859.2	16569.7
contig_1131	526	7577.57	1326	12688.2	1135.66	7491.01	344.67	423.011	1326	12688.2	3445.25	53027.1
contig_1132	502	557.449	73.4432	34.9939	92.9744	30.1731	19.9631	0.041367	72.5767	29.1109	298.491	91.3048
contig_1133	540	17972.8	3513.14	6018.74	2727.4	5616.6	783.926	20.4649	3513.14	6018.74	7435.15	47402.5
contig_1134	971	296.473	63.2546	25.8998	38.8343	25.7725	8.05481	0.32992	63.0755	23.0871	123.253	193.177
contig_1135	1199	17447.3	3358.37	55054.6	2647.4	27219.8	774.137	87.2559	3357.93	55387.8	7309.52	190785
contig_1136	5225	135.087	22.1377	361.023	19.4802	305.92	16.0999	181.048	22.1612	360.772	55.2079	3182.67
contig_1137	784	17221.3	3362.12	24840.1	2557.2	9704.3	760.2	11.6486	3362.12	24840.1	7179.63	90894.2
contig_1138	1316	6750.44	1324.27	683.935	980.785	649.461	293.53	6.02268	1324.27	683.935	2827.58	4222.21
contig_1139	787	15912.2	3219.98	483669	2287.61	233637	693.783	20539.5	3219.98	483669	6490.86	1.95896e+06
contig_114	597	30.6868	3.77852	7.8365	7.55705	10.5477	0.391499	0.23876	3.77852	7.8365	15.1812	61.1845
contig_1140	569	4470.5	1001.11	8738.82	633.809	2729.35	39.9475	3.62405	1002.38	8654.31	1793.25	27656.8
contig_1141	518	359.715	78.4565	16.0907	64.1168	11.1062	11.9946	0.00541998	78.4565	16.0907	126.69	30.3397
contig_1142	902	1923.42	434.846	52625.4	273.535	17949.4	14.0359	40.0053	433.503	51102.5	767.505	125934
contig_1143	619	565.365	155.083	852.575	89.0917	448.793	2.3774	0.508972	155.493	894.36	163.32	3419.57
contig_1144	836	476.109	114.682	440.573	74.8411	42.8667	1.08746	0.117889	109.866	398.809	175.633	717.754
contig_1145	653	11860.8	2425.05	1.1654e+06	1704.49	587769	458.789	38042.3	2425.05	1.1654e+06	4847.46	5.10556e+06
contig_1146	645	17611.1	3495.36	4169	2572.16	2871.96	654.192	6.13519	3495.36	4169	7394.02	30186.1
contig_1149	808	302.264	67.4316	62.3128	49.617	33.2991	1.9848	0.0149893	66.5198	77.8481	116.711	194.282
contig_1150	2124	1361.66	292.77	850.975	215.678	128.279	12.0973	2.7508	293.062	822.766	548.057	986.798
contig_1151	505	1565.17	319.434	79235.1	218.845	41104.8	66.4704	8612.39	319.245	79058.5	641.18	358997
contig_1152	806	1129.39	239.532	451.919	147.596	129.417	41.6082	0.986734	238.462	427.88	462.195	1421.52
contig_1153	505	1153.06	237.651	29.437	162.183	31.5173	49.4225	0.724915	237.651	29.437	466.155	232.38
contig_1154	3435	6329.63	1339.07	385633	875.914	150706	274.287	10754	1336.02	385809	2504.34	1.19267e+06
contig_1156	2314	4325.8	986.774	289154	609.074	115700	18.7796	76.5793	991.664	291012	1719.51	955295
contig_1157	1074	865.33	213.848	45.8514	105.878	23.893	24.1677	1.70424	213.848	45.8514	307.588	183.068
contig_1158	562	342.883	83.7743	7.92217	42.5801	3.47045	10.8908	0.102396	83.7743	7.92217	121.864	26.3708
contig_1159	1156	622.351	149.96	3131.37	95.7097	1195.98	4.17694	20.325	149.546	3069.96	222.958	9236.53
contig_116	10150	247.99	60.5608	501.482	32.1916	100.156	2.5896	0.470847	60.5476	502.404	92.0999	887.813
contig_1160	713	956.25	237.51	1395.5	139.263	73.8703	7.65897	50.3142	236.847	1315.15	334.972	1606.01
contig_1161	1625	7366.05	1408.49	187762	1047.54	130151	326.549	16737.6	1408.49	187762	3174.97	1.13733e+06
contig_1162	1602	505.534	111.378	2678.23	70.1198	1026.31	19.9098	45.9452	111.917	2745.6	192.209	5188.61
contig_1163	4125	2117.74	483.736	27254.8	309.776	10902.8	53.9525	107.028	484.437	27393.8	785.837	71438.9
contig_1168	41081	276.206	30.0962	343.501	42.4353	679.594	72.4019	1714.32	30.2062	348.322	101.067	3489.23
contig_1169	212038	103.944	12.7329	236.74	13.9515	247.646	27.3101	620.298	12.7016	235.167	37.2482	2209.15
contig_117	21714	162.292	38.5072	506.504	24.9021	183.961	4.00965	6.76927	38.7986	512.67	56.0747	1308.18
contig_1170	38932	86.6407	10.2623	39.7235	12.2035	54.5175	25.0925	182.286	10.2623	39.7235	28.8199	164.746
contig_1172	39125	77.5914	9.46412	42.6781	10.8276	51.955	20.6811	105.046	9.42163	43.7579	27.197	150.304
contig_1173	22144	287.953	35.8225	404.172	41.7722	486.028	66.1158	829.965	35.9201	397.278	108.323	2261.75
contig_1174	31436	59.016	7.71879	45.9807	6.14476	75.8187	13.2062	88.8598	7.71693	45.9259	24.2293	314.958
contig_1175	30522	157.396	37.1567	600.19	26.2926	202.996	2.60299	3.16095	37.2102	626.585	54.1336	342.363
contig_1176	46077	165.688	37.0133	281.205	24.1184	115.724	3.89642	12.7746	37.0536	282.003	63.606	600.357
contig_1177	49084	116.49	26.9157	103.753	17.0836	45.9071	1.71049	0.920378	26.8962	106.869	43.8844	185.817
contig_1179	7314	66.0024	14.3709	71.6663	9.48506	29.3752	0.46636	0.248922	14.392	71.537	27.2881	163.207
contig_1181	49060	206.637	47.1281	198.712	30.0162	63.24	3.87199	1.93194	47.1315	198.739	78.4891	489.384
contig_1184	106232	119.195	18.8256	31.3793	18.0608	31.5803	14.8996	23.5312	18.8246	31.3287	48.5843	140.619
contig_1187	25502	113.659	9.43255	4.6813	15.4194	19.0527	40.0072	44.1461	9.43255	4.6813	39.3676	45.7554
contig_1188	1533	35.9682	3.29863	2.50773	4.3543	1.8411	4.18944	0.664518	3.29863	2.50773	20.8272	1.89559
contig_1193	655	57.2792	15.1228	15.0365	4.73267	2.02165	1.54455	0.685014	15.1228	15.0365	20.7564	10.3711
contig_1196	980	34.1422	4.77229	1.54157	5.76747	0.887961	0.889157	0.347175	4.66747	0.99182	18.0458	13.7783
contig_1197	1801	620.62	131.29	336.32	97.6426	145.741	24.6457	4.30402	131.26	337.434	235.783	569.994
contig_1198	23453	277.905	53.6881	1071.56	38.0023	577.516	22.5434	283.559	53.5814	1075.32	110.09	4900.95
contig_1199	35886	422.302	78.1481	1369.23	56.1744	716.222	44.0673	137.612	77.9091	1366.61	166.003	5745.06
contig_120	8203	283.725	64.6769	468.525	44.6635	153.64	1.03303	2.341	64.7129	472.964	108.639	616.397
contig_1200	4047	236.556	50.6038	388.516	39.1255	169.263	7.55222	3.00954	50.4768	388.252	88.7978	802.664
contig_1201	18216	197.544	38.5118	696.016	29.7636	356.193	13.8031	49.44	38.9961	686.277	76.4697	1757.91
contig_1202	767	441.671	95.4911	5152.15	55.5608	2262.26	31.9157	781.531	95.4911	5152.15	163.212	16302.3
contig_1203	1978	398.479	83.2281	15.8948	63.8917	24.807	34.1116	6.45286	83.2281	15.8948	134.019	48.4776
contig_1204	2769	1185.05	244.743	1172.9	153.872	503.306	93.2929	148.766	244.743	1172.9	448.394	3193.03
contig_1205	666	701.622	137.203	10.0187	91.8527	12.988	57.2364	0.743997	137.203	10.0187	278.126	56.9024
contig_1206	843	390.781	84.5931	580.209	47.013	324.463	29.303	196.747	84.5931	580.209	145.279	2646.51
contig_1207	2432	1172.53	236.661	109.197	155.27	66.5445	91.528	12.4848	236.661	109.197	452.414	286.08
contig_1208	531	1168.83	238.43	114.504	164.732	82.0914	86.8031	7.53221	238.43	114.504	440.436	799.868
contig_1211	548	101.807	15.1633	0.958148	16.7085	2.29268	9.65075	0.23792	15.1633	0.958148	45.1206	6.46904
contig_1212	864	226.699	51.2255	25.2211	37.4986	25.4144	9.35574	16.3278	51.2255	25.2211	77.3936	146.584
contig_1214	1628	74.6015	14.7415	5.46735	8.08322	4.1549	5.68471	5.49159	14.7415	5.46735	31.3505	28.1777
contig_1217	8304	76.3764	15.0096	25.0425	11.3425	36.2112	2.48577	1.9874	15.0392	25.4873	32.4993	300.115
contig_122	9141	466.188	108.553	1131.17	61.6431	335.582	2.45156	0.796752	108.535	1140.47	185.005	3651.77
contig_1224	37036	47.3186	5.5398	10.5482	4.99845	10.738	9.55587	26.234	5.5398	10.5482	21.6847	72.749
contig_1225	428008	49.1099	6.70283	16.1866	6.76807	28.7438	12.2852	51.214	6.69209	15.8505	16.6617	113.983
contig_1226	258672	46.6138	6.48752	8.29506	6.16971	8.06987	10.8064	24.6892	6.48753	8.30172	16.6627	52.1648
contig_1228	13153	66.8646	6.72729	7.77499	13.318	11.9513	12.5882	51.1771	6.72729	7.77499	27.5037	43.2711
contig_1230	239019	114.056	12.3249	84.9041	16.6215	158.319	31.2973	654.048	12.3137	84.7671	41.4986	817.662
contig_1233	14379	63.9851	7.04856	7.10306	6.4748	15.1541	14.9355	5.78556	7.09024	8.41916	28.436	193.091
contig_1236	6704	62.2199	10.6376	22.0303	9.05539	20.8255	0.0836131	0.076631	11.6536	22.6879	30.7896	201.737
contig_124	20943	257.065	62.8268	1478.89	39.7941	427.621	0.575097	0.251429	62.5547	1469.36	91.3142	2502.72
contig_125	9648	154.896	36.2996	226.438	23.7213	98.267	2.06949	0.611172	36.6426	217.509	56.1626	493.633
contig_1252	590	23.2023	5.86818	4.20582	1.92273	0.217249	2.5	1.3303	5.86818	4.20582	7.04318	1.23048
contig_1255	1924	128.591	18.6353	16.5871	21.3388	26.2536	7.5248	3.78476	18.69	16.8727	62.4025	101.734
contig_126	2355	211.731	56.015	165.743	29.1769	79.3843	1.53605	0.489291	56.015	165.743	68.9882	317.802
contig_1261	741	84.9205	12.5601	37.3283	13.6125	35.6242	9.29949	33.6271	12.5601	37.3283	36.8883	494.727
contig_1264	1274	24.2687	3.29359	3.76945	4.13078	6.13507	0.840747	1.9025	3.29359	3.76945	12.71	23.3618
contig_1265	1065	35.5126	5.8929	18.0782	4.65137	7.87726	1.4918	2.35743	5.8929	18.0782	17.5836	78.5956
contig_1267	492	10.7251	3.17544	1.31224	0.850877	0.127256	0.912281	0.0802589	3.17544	1.31224	2.61111	2.05654
contig_1269	1153	77.2243	14.9402	56.9206	9.38983	22.9866	2.38684	0.399111	15.2752	60.4188	35.2323	154.801
contig_1273	41038	237.193	35.9692	243.279	38.7581	305.656	31.6662	151.54	36.0114	244.952	94.7884	1597.95
contig_1274	2231	99.9721	25.0514	84.1365	12.9904	50.3294	3.70783	2.83577	24.5469	72.4451	33.6756	169.284
contig_1275	564379	48.9225	6.83499	36.3816	6.66934	24.9375	10.4315	30.5361	6.83642	36.513	18.1503	153.902
contig_1276	5733	141.145	21.4147	73.5894	34.6686	34.5784	16.8334	23.4849	21.4367	72.8059	46.7917	107.571
contig_1277	12844	287.547	48.622	3172.02	38.8443	1965.37	31.8392	1152.89	48.4381	3170.69	119.803	19031.7
contig_1279	1183	40.0581	3.55566	6.76252	5.57406	0.595531	8.35915	8.01525	3.47725	5.97055	19.092	11.7213
contig_128	1.74194e+06	58.1249	9.08236	16.7101	8.84762	14.8223	6.97608	11.8477	9.08092	16.6943	24.1379	65.0085
contig_1283	1420	40.0039	8.63622	2.21586	6.60945	5.9766	1.70472	0.430477	8.47323	2.23056	14.5803	17.4447
contig_1286	4621	99.4183	17.9278	25.406	17.0868	6.31961	4.98524	2.35687	17.7376	26.898	41.6808	64.2433
contig_1287	1368	281.447	38.6346	15.3807	52.9392	16.915	26.9179	18.2382	38.6346	15.3807	124.321	306.643
contig_129	67607	60.5928	10.1702	32.9806	8.75943	19.5969	3.19679	5.57857	10.1771	32.543	28.2893	156.138
contig_1293	146334	174.075	20.2659	85.6633	25.3532	106.48	45.6941	319.833	20.2815	85.4422	62.4805	483.308
contig_1296	31860	121.86	13.9491	49.4518	17.0285	66.3946	31.8101	102.698	14.1571	56.9285	44.9151	390.803
contig_1298	16674	148.227	23.4637	207.368	20.718	152.884	21.5632	139.072	23.6785	207.997	58.804	1454.17
contig_130	111181	60.1547	6.73389	7.40794	8.52475	12.6263	15.1102	16.7306	6.73132	7.40392	23.0546	30.9075
contig_1300	23230	72.7252	13.4504	23.3063	11.1458	20.8303	5.88102	14.0634	13.5045	22.6538	28.7435	113.42
contig_1301	37392	246.799	40.8564	243.798	34.7544	240.03	32.7311	259.834	40.7276	245.44	97.73	1970.39
contig_1302	37502	132.054	24.5564	180.421	19.4023	99.9038	16.5239	53.1262	24.5403	180.025	47.0316	419.23
contig_1306	14515	71.7452	5.11563	4.26367	12.6127	5.18176	22.2205	13.7926	5.11563	4.26367	26.6808	49.3334
contig_1307	9159	206.337	29.5651	149.862	24.1587	57.5314	49.6577	130.645	29.5651	149.862	73.3902	451.545
contig_1308	9104	63.4167	5.3872	10.4599	11.1393	46.5202	13.5377	84.8261	5.3872	10.4599	27.9653	426.305
contig_1310	1430	93.2375	19.1734	19.4835	10.8727	22.5397	11.7758	1.45007	19.482	16.5893	31.9336	48.8514
contig_1313	14132	105.806	12.0161	38.7453	21.2686	66.1232	19.6257	15.0357	12.0709	40.1135	40.8243	208.95
contig_1314	14475	50.3768	6.89403	6.33152	5.06534	8.43167	13.0676	11.1319	6.84998	6.51228	18.4998	31.6258
contig_1315	81999	99.0743	10.7263	29.419	12.2315	63.004	31.4604	161.856	10.6873	29.4312	33.9687	211.115
contig_1319	31623	170.087	39.1791	469.278	24.5596	165.186	1.62295	0.52908	39.1625	460.481	65.5626	984.61
contig_1320	71684	321.227	76.6327	1930.6	46.3764	726.612	6.14677	12.1126	76.6177	1933.76	115.453	3893.16
contig_1324	30434	107.211	22.2534	129.097	16.6779	80.1537	3.60781	7.2761	22.2485	128.243	42.4232	558.509
contig_1325	27575	72.9963	13.0104	96.5948	11.888	44.9085	1.5344	1.70717	13.103	95.173	33.4604	398.375
contig_1326	14321	176.662	33.1119	187.955	25.4892	43.5546	10.9217	10.3056	33.2502	199.35	73.8892	371.265
contig_1328	62950	97.6529	9.19842	58.5335	12.7256	71.0419	32.547	423.694	9.31221	60.8454	33.8696	461.225
contig_1331	17330	93.3491	11.5984	46.2735	10.3242	56.7694	26.7016	224.8	11.5984	46.2735	33.1266	286.224
contig_1334	2661	25.4229	3.6587	11.6074	3.61091	15.6528	0.0366388	0.0353104	3.70052	11.7988	14.4162	163.596
contig_1336	4302	67.4935	16.1484	25.6813	8.09225	9.10387	1.27144	0.842472	16.1484	25.6813	25.8331	115.254
contig_1338	2213	59.8783	10.8211	6.65512	14.0795	6.85981	0	0	10.8211	6.65512	24.1566	23.9286
contig_1339	31968	136.286	28.8124	142.45	18.6786	48.1869	3.40053	1.73985	28.8091	142.554	56.5851	522.415
contig_134	4788	31.8719	6.70332	6.85985	4.49267	4.72426	1.71216	1.16297	6.63907	7.66829	12.3247	28.5378
contig_1340	67926	1234.61	182.804	299.062	191.914	482.311	182.247	94.6319	182.798	298.074	494.85	1501.05
contig_1341	151000	1268.48	194.179	224.352	189.382	253.089	182.918	299.022	194.181	224.61	507.817	877.43
contig_1349	1.95556e+06	49.4405	6.27075	15.0065	7.36405	15.1813	10.8069	31.4907	6.27506	15.2724	18.7238	76.3773
contig_135	42964	69.0996	6.07166	19.3752	13.1453	68.8063	11.8154	12.8488	6.04795	19.0573	32.0193	343.009
contig_1350	100014	59.6574	7.05805	16.8079	9.29753	16.1123	14.4098	32.602	7.05404	16.7566	21.838	72.4074
contig_1351	53530	93.2194	11.7335	46.9973	13.1107	112.643	22.7581	288.915	11.7807	46.5884	33.8364	604.727
contig_1352	66181	59.7239	7.74545	85.6747	9.17021	76.7491	11.9923	255.302	7.7334	85.4753	23.0825	485.104
contig_1353	146582	57.048	7.65479	9.62396	7.94311	10.7404	11.9834	7.15751	7.64164	9.63051	21.8251	24.8198
contig_1357	201944	49.8892	6.16212	7.96978	6.59675	11.6525	10.6831	27.9513	6.16889	8.01703	20.2784	53.8308
contig_1358	572	37.1943	7.40521	2.82115	5.8128	10.7178	3.36019	0.231	6.51896	4.85356	14.0972	11.0428
contig_136	63952	55.373	6.06188	27.229	8.92458	38.6228	10.3733	17.8549	6.08993	27.5891	23.9233	250.683
contig_1361	2971	472.625	84.7019	243.863	93.8213	78.3302	14.1829	1.92325	84.7019	243.863	195.217	299.124
contig_1362	750	56.9033	11.04	9.81141	7.135	6.96504	1.915	0.304949	9.68	7.86402	27.1333	39.9055
contig_1363	18794	1399.89	245.427	26511.4	225.311	23591.1	85.6135	1190.45	243.721	26440.7	599.821	155655
