contigName	contigLen	totalAvgDepth	reads/ERR7625420.fastq.gz	reads/ERR7625420.fastq.gz-var	reads/ERR7625421.fastq.gz	reads/ERR7625421.fastq.gz-var	reads/ERR7625422.fastq.gz	reads/ERR7625422.fastq.gz-var	reads/ERR7625423.fastq.gz	reads/ERR7625423.fastq.gz-var	reads/ERR7625424.fastq.gz	reads/ERR7625424.fastq.gz-var	reads/ERR7625425.fastq.gz	reads/ERR7625425.fastq.gz-var	reads/ERR7625426.fastq.gz	reads/ERR7625426.fastq.gz-var
contig_10020	27887	12.71170179859173	4.333333333333333	5.694931983947754	0	0	4.167315175097277	5.8333821296691895	0.36	0.11766614764928818	0.9438202247191011	0.833541750907898	1.0149253731343284	0.4465487599372864	1.8923076923076922	2.0907673835754395
contig_10021	59289	115.16575408877439	31	243.42730712890625	11.233438485804417	31.11198616027832	1.744186046511628	1.699414849281311	0.40336134453781514	0.15685640275478363	8.78476821192053	18.361318588256836	47	743.4979248046875	15	68.6351547241211
contig_10023	12428	8.282544495715229	3.581081081081081	3.0565502643585205	1.36	1.147870659828186	0	0	0	0	0	0	1	0.15999995172023773	2.3414634146341466	1.5345542430877686
contig_10024	121834	34.05826985192312	5.600823045267489	7.43854284286499	9.639568345323742	28.97258758544922	12.255479969765684	41.854915618896484	0	0	4.633516053249804	6.864574909210205	0.23076923076923078	0.043304525315761566	1.6981132075471699	1.809032917022705
contig_10025	3234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10026	50060	10.985010579966362	1.4409937888198758	2.0465550422668457	0	0	7.716867469879518	17.559406280517578	0	0	0.8615384615384616	0.40320703387260437	0.21176470588235294	0.10554878413677216	0.7538461538461538	0.6526836156845093
contig_10027	5467	8.067226890756302	0	0	0	0	4.352941176470588	1.0791012048721313	0	0	0	0	3.7142857142857144	2.162222385406494	0	0
contig_10028	33253	28.77859778597786	21	70.24102783203125	0	0	0	0	7.77859778597786	21.001117706298828	0	0	0	0	0	0
contig_10029	2626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_1003	17226	24.052232854864435	10.113636363636363	24.502981185913086	0	0	0	0	0	0	13.93859649122807	55.16706848144531	0	0	0	0
contig_10031	5684	9.372745098039214	1.5294117647058822	1.4487454891204834	0	0	4.083333333333333	2.85514235496521	0	0	3.76	2.22499418258667	0	0	0	0
contig_10032	57356	14.892768476669424	9.001464128843338	20.405391693115234	0	0	0	0	0	0	0	0	5.891304347826087	10.997681617736816	0	0
contig_10033	37044	115.16790925016231	1.6829268292682928	2.568997621536255	1.2363636363636363	0.41015946865081787	87	1298.5863037109375	0	0	10.248618784530386	27.41155433654785	0	0	15	50.517520904541016
contig_10034	11406	1.1707317073170733	1.1707317073170733	1.060375452041626	0	0	0	0	0	0	0	0	0	0	0	0
contig_10035	86751	68.9193990106783	12.841650671785029	31.813167572021484	6.757211538461538	11.65514850616455	20	65.26883697509766	0.10752688172043011	0.042730703949928284	7.099802371541502	15.199170112609863	0.11320754716981132	0.0205791387706995	22	113.20509338378906
contig_10036	127265	65.69770752812103	11.85109199205824	27.95278549194336	6.240208877284595	12.514432907104492	18	69.20769500732422	0.09917355371900827	0.0345488116145134	8.218771566597654	17.989688873291016	0.28846153846153844	0.025804981589317322	21	128.89976501464844
contig_10037	8851	8.441654045296044	1.9393939393939394	1.2773158550262451	0	0	2.8505747126436782	2.383091688156128	0	0	3.651685393258427	4.866627216339111	0	0	0	0
contig_10039	31746	9.810236448161575	1.6727272727272726	1.1390559673309326	0	0	4.020491803278689	5.141515254974365	0	0	3.848360655737705	4.554880619049072	0.26865671641791045	0.13047084212303162	0	0
contig_1004	12567	23	23	65.50614929199219	0	0	0	0	0	0	0	0	0	0	0	0
contig_10042	5644	66.4475512602847	9.85483870967742	19.00442123413086	5.315789473684211	10.680541038513184	22	87.0312271118164	0	0	8.276923076923078	12.34829330444336	0	0	21	129.25180053710938
contig_10044	43522	5.633412800293416	1.0731707317073171	1.8841938972473145	0	0	3.1674641148325358	2.357390880584717	0	0	0.9512195121951219	0.2924245595932007	0.44155844155844154	0.12513644993305206	0	0
contig_10045	16909	64.19393772389088	4.151832460732984	5.343865871429443	1.2000000000000002	0.745153546333313	48	441.87847900390625	0	0	10.270676691729323	33.519840240478516	0.5714285714285714	0.22345325350761414	0	0
contig_10046	147603	1.9646825877884186	1.7168949771689497	1.78140127658844	0	0	0	0	0	0	0	0	0.24778761061946902	0.10229314118623734	0	0
contig_10047	21130	14.1104222032815	0.8737864077669902	0.6532110571861267	0	0	8.878453038674033	26.551111221313477	0	0	0.8615384615384616	0.45685073733329773	0	0	3.4966442953020134	3.5030174255371094
contig_10048	47678	24.255218304955935	5.334	7.891909122467041	0	0	3.890625	2.9845023155212402	0	0	6.86411149825784	13.85192584991455	3.9086021505376345	2.7723515033721924	4.257879656160458	5.099402904510498
contig_1005	1312	19.954545454545453	9.454545454545455	22.076387405395508	0	0	0	0	0	0	10.5	42.74306106567383	0	0	0	0
contig_10050	90264	7.536529798581267	1.4193548387096775	1.010432243347168	0	0	0	0	0	0	0	0	0	0	6.117174959871589	11.40669059753418
contig_10053	34732	54.37271341463415	1.3414634146341464	1.1316349506378174	0	0	47	249.7341766357422	0	0	0	0	6.03125	5.92268180847168	0	0
contig_10056	9195	1.6470588235294117	1.6470588235294117	0.9907408952713013	0	0	0	0	0	0	0	0	0	0	0	0
contig_10057	14815	0.5681818181818182	0.5681818181818182	0.42911213636398315	0	0	0	0	0	0	0	0	0	0	0	0
contig_10058	87762	4.667339893379676	1.1088435374149659	1.1847015619277954	0	0	2.1645569620253164	0.7303420305252075	0	0	0	0	1.393939393939394	1.878591537475586	0	0
contig_10059	36805	2.9548440065681447	0.9310344827586207	1.0898345708847046	0	0	0	0	0	0	1.1666666666666667	0.6825425028800964	0.8571428571428571	0.20253482460975647	0	0
contig_1006	6762	14.918604651162791	14.918604651162791	66.46501922607422	0	0	0	0	0	0	0	0	0	0	0	0
contig_10064	24113	15.504591065950354	0.5185185185185185	0.5560716390609741	0.9019607843137255	0.5811091661453247	3.4508196721311477	2.7690556049346924	0	0	5.105263157894737	6.773678779602051	0.8571428571428571	0.26586732268333435	4.670886075949367	2.991020441055298
contig_10065	3653	150.5857843137255	0	0	7.125	6.317668437957764	89	1851.927001953125	13	38.95454406738281	32	213.01808166503906	3.1666666666666665	1.5857223272323608	6.294117647058823	7.489796161651611
contig_10067	13617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10068	3976	46.27272727272727	2.272727272727273	0.4181459844112396	0	0	44	534.5206909179688	0	0	0	0	0	0	0	0
contig_10069	13604	2.526315789473684	2.526315789473684	1.6528899669647217	0	0	0	0	0	0	0	0	0	0	0	0
contig_10070	22150	1.746031746031746	1.746031746031746	2.7369680404663086	0	0	0	0	0	0	0	0	0	0	0	0
contig_10071	142890	2.586737691864137	1.6702819956616053	1.3079965114593506	0	0	0	0	0	0	0	0	0.9164556962025316	0.5403406620025635	0	0
contig_10072	13469	2.6393097643097643	0.7272727272727273	0.5011181831359863	0	0	1.037037037037037	0.34682697057724	0	0	0	0	0.875	0.14139731228351593	0	0
contig_10073	18721	3.088156288156288	1.4230769230769231	1.2078782320022583	0	0	0.6428571428571428	0.2614201009273529	0	0	0	0	1.0222222222222221	0.43880149722099304	0	0
contig_10074	34728	9.079336876056459	1.7565217391304349	1.8315062522888184	0	0	3.164233576642336	3.0722525119781494	0	0	3.8652482269503547	4.643070697784424	0.29333333333333333	0.13296401500701904	0	0
contig_10075	105328	10.667415730337078	10.667415730337078	17.195451736450195	0	0	0	0	0	0	0	0	0	0	0	0
contig_10077	67038	1.8277511961722488	1.8277511961722488	1.3785550594329834	0	0	0	0	0	0	0	0	0	0	0	0
contig_10078	11021	3.760330578512397	3.760330578512397	3.459998607635498	0	0	0	0	0	0	0	0	0	0	0	0
contig_10079	26153	1.803921568627451	1.803921568627451	1.4458129405975342	0	0	0	0	0	0	0	0	0	0	0	0
contig_1008	8985	27	27	79.57337188720703	0	0	0	0	0	0	0	0	0	0	0	0
contig_10080	51737	0.8611111111111112	0.8611111111111112	0.8480790853500366	0	0	0	0	0	0	0	0	0	0	0	0
contig_10081	18906	84.21857923497268	19	99.66781616210938	8.218579234972678	24.486839294433594	57	811.6004638671875	0	0	0	0	0	0	0	0
contig_10082	99740	5.8928406658667924	1.7253731343283583	1.1587085723876953	0	0	3.1234309623430963	2.200939416885376	0.2857142857142857	0.02521440200507641	0.6459627329192547	0.12258488684892654	0	0	0.11235955056179775	0.02847505919635296
contig_10083	16433	23.344535040107598	11.99476439790576	33.68208694458008	0	0	0	0	0	0	6.724770642201835	12.823284149169922	4.625	5.826977729797363	0	0
contig_10084	114359	1.1674008810572687	1.1674008810572687	0.8404473066329956	0	0	0	0	0	0	0	0	0	0	0	0
contig_10085	197052	53.16889772303879	3.720505617977528	4.008448123931885	15	60.29900360107422	18	92.09065246582031	3.9854014598540144	4.870689392089844	8.578636607622116	22.452831268310547	0.8686440677966102	0.6195942163467407	3.0157099697885195	2.7422893047332764
contig_10087	38949	3.535470224536284	3.3211845102505695	3.084735631942749	0.21428571428571427	0.07196588814258575	0	0	0	0	0	0	0	0	0	0
contig_10088	5813	53.63986013986014	45	2784.715576171875	5.1	3.309063196182251	2.309090909090909	3.3211095333099365	0	0	1.2307692307692308	0.7153312563896179	0	0	0	0
contig_10089	56882	41	41	272.3833923339844	0	0	0	0	0	0	0	0	0	0	0	0
contig_1009	17256	4.454545454545454	4.454545454545454	6.282515525817871	0	0	0	0	0	0	0	0	0	0	0	0
contig_10090	11467	13.132598543878771	2.2941176470588234	1.829096794128418	7.0212765957446805	16.883787155151367	0	0	0	0	3.817204301075269	4.859169006347656	0	0	0	0
contig_10093	11867	58.67524752475248	0	0	0	0	29	336.64959716796875	5.2	2.7679953575134277	0	0	15	106.46935272216797	9.475247524752476	33.326412200927734
contig_10094	24907	1.6	1.6	0.8867899775505066	0	0	0	0	0	0	0	0	0	0	0	0
contig_10097	21445	62.58658644508205	4.128755364806867	4.459481239318848	15	32.145259857177734	2.099502487562189	2.8569679260253906	13.456521739130435	38.879852294921875	4.546666666666667	5.9876017570495605	16	105.68294525146484	7.355140186915888	23.023624420166016
contig_10098	5502	12.64976076555024	3.9649122807017543	4.800000190734863	0	0	3.484848484848485	4.392560005187988	0	0	0	0	0	0	5.2	1.9375145435333252
contig_10099	27312	1.6344086021505377	1.6344086021505377	1.2694979906082153	0	0	0	0	0	0	0	0	0	0	0	0
contig_101	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_1010	6576	19.628091546696197	9.453488372093023	15.813446044921875	0	0	0	0	0	0	10.174603174603174	33.865875244140625	0	0	0	0
contig_10100	17228	6.252844500632111	0.5714285714285714	0.3132046163082123	0	0	0	0	0	0	0	0	5.68141592920354	10.002079010009766	0	0
contig_10102	9471	8.69402228976697	5.170212765957447	13.340206146240234	0	0	0	0	0	0	0	0	3.5238095238095237	3.6978049278259277	0	0
contig_10103	32994	8.065461346633416	7.815461346633416	12.168463706970215	0	0	0	0	0	0	0	0	0.25	0.08626717329025269	0	0
contig_10104	9638	2.507760532150776	0.7804878048780488	0.7150245308876038	0	0	1	0.45568811893463135	0	0	0.7272727272727273	0.28239014744758606	0	0	0	0
contig_10105	120250	8.767029972752043	8.767029972752043	13.004134178161621	0	0	0	0	0	0	0	0	0	0	0	0
contig_10106	21760	1.0101010101010102	1.0101010101010102	0.580794095993042	0	0	0	0	0	0	0	0	0	0	0	0
contig_10107	23772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10108	9130	3.470769230769231	1.2307692307692308	0.6686854362487793	0	0	1.2	0.6028448939323425	0	0	0	0	0	0	1.04	0.5049019455909729
contig_10109	18459	0.9444444444444444	0.9444444444444444	0.8663042783737183	0	0	0	0	0	0	0	0	0	0	0	0
contig_1011	18675	19	19	46.76762771606445	0	0	0	0	0	0	0	0	0	0	0	0
contig_10111	12806	2.858201058201058	1.2962962962962963	0.9320707321166992	0	0	0	0	0	0	1.0285714285714285	0.7817927598953247	0.5333333333333333	0.21808059513568878	0	0
contig_10113	24325	130.1607244055204	21	85.52664184570313	10.358649789029537	32.269630432128906	47	301.0279846191406	10.426829268292684	29.774580001831055	10.75531914893617	29.129865646362305	19	93.94416046142578	11.619926199261993	36.17389678955078
contig_10114	13900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10116	4482	123.3510781671159	36	145.86746215820313	8.88679245283019	23.830644607543945	75	946.2271118164063	0	0	3.4642857142857144	4.328943252563477	0	0	0	0
contig_10117	28651	134.5396083511884	45	254.80775451660156	8.272131147540984	17.853635787963867	76	832.0423583984375	0	0	5.267477203647417	6.419985294342041	0	0	0	0
contig_10118	29036	57.8918488708308	11.74772036474164	37.86724090576172	12.007246376811594	44.455039978027344	13.136882129277566	55.2530403137207	0	0	21	173.7570037841797	0	0	0	0
contig_1012	17455	24.809720229555236	12.317073170731707	24.406265258789063	0	0	0	0	0	0	12.492647058823529	44.71540832519531	0	0	0	0
contig_10120	34220	3.2080429225476927	1.5892857142857142	0.8639015555381775	0.34615384615384615	0.09418278932571411	0.4838709677419355	0.18114222586154938	0	0	0.7887323943661971	0.23389293253421783	0	0	0	0
contig_10122	52427	46.05308680051006	3.430255402750491	3.8546950817108154	0	0	29	282.9110107421875	3.7866379310344827	4.7983293533325195	0	0	1.0658682634730539	1.4754151105880737	8.770325203252032	26.610212326049805
contig_10123	17644	7.203134284016636	3.2676767676767677	2.7762415409088135	0	0	1.588235294117647	1.9799069166183472	0	0	0	0	1.3888888888888888	2.489778757095337	0.9583333333333334	0.47523602843284607
contig_10124	1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10125	18697	12.846153846153847	12.846153846153847	36.56942367553711	0	0	0	0	0	0	0	0	0	0	0	0
contig_10126	5585	3.0777777777777775	1.8	1.2367640733718872	0	0	0	0	0	0	1.2777777777777777	0.17481788992881775	0	0	0	0
contig_10127	89011	47.19222202429534	3.8468677494199537	5.022009372711182	0	0	29	279.6778259277344	4.486638537271449	6.405488014221191	0	0	0.9411764705882353	0.7230385541915894	8.917539267015707	27.173397064208984
contig_10128	76869	9.36034967492532	5.396063960639607	8.786422729492188	0	0	0	0	0	0	0	0	3.9642857142857144	4.796322822570801	0	0
contig_10129	10057	72.3937587657784	19	89.23527526855469	0	0	13.619565217391305	69.84092712402344	0	0	0	0	36	377.57061767578125	3.774193548387097	5.059331893920898
contig_1013	19884	4.794520547945205	4.794520547945205	7.640052318572998	0	0	0	0	0	0	0	0	0	0	0	0
contig_10130	8049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10131	4971	8.78734520123839	0.8235294117647058	1.422579288482666	0	0	0	0	5.526315789473684	4.705112457275391	2.4375	0.6745187044143677	0	0	0	0
contig_10132	6949	10.816666666666666	2.4	0.514843761920929	0	0	1.1666666666666667	0.9423437118530273	0	0	4.066666666666666	2.8123435974121094	0.9333333333333333	0.4060937762260437	2.25	2.1649999618530273
contig_10133	18431	0.7073170731707317	0.7073170731707317	0.8185741305351257	0	0	0	0	0	0	0	0	0	0	0	0
contig_10135	9119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10136	52764	1.1917098445595855	1.1917098445595855	1.2726495265960693	0	0	0	0	0	0	0	0	0	0	0	0
contig_10137	94354	1.2412060301507537	1.2412060301507537	1.2716469764709473	0	0	0	0	0	0	0	0	0	0	0	0
contig_10138	12313	39.957247286322534	4.3578947368421055	6.222606658935547	2.9782608695652173	2.288609266281128	6.405405405405405	11.195404052734375	0	0	3.8823529411764706	1.2110872268676758	1.3333333333333333	0.8201432228088379	21	130.79061889648438
contig_10139	5730	2.6666666666666665	2.6666666666666665	0.6229783892631531	0	0	0	0	0	0	0	0	0	0	0	0
contig_1014	1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10141	5678	1.4545454545454546	1.4545454545454546	0.8038194179534912	0	0	0	0	0	0	0	0	0	0	0	0
contig_10142	1735	9.172222222222222	3.75	1.3611111640930176	2.2222222222222223	1.229591965675354	0	0	0	0	3.2	0.8304498195648193	0	0	0	0
contig_10144	17645	1.7142857142857142	1.7142857142857142	1.2436609268188477	0	0	0	0	0	0	0	0	0	0	0	0
contig_10146	10591	0.17647058823529413	0	0	0	0	0	0	0	0	0	0	0.17647058823529413	0.17468474805355072	0	0
contig_10147	64839	1.3080168776371308	1.3080168776371308	1.1161456108093262	0	0	0	0	0	0	0	0	0	0	0	0
contig_10149	51465	81.58099352051836	75	731.9979858398438	0	0	0	0	0	0	0	0	6.5809935205183585	13.903464317321777	0	0
contig_10150	33857	29.1814825548961	9.186104218362283	17.30360221862793	0	0	0	0	0	0	6.169054441260745	10.239860534667969	12.087193460490463	39.071956634521484	1.7391304347826086	2.0899875164031982
contig_10151	8984	0.7692307692307693	0.7692307692307693	0.5719823837280273	0	0	0	0	0	0	0	0	0	0	0	0
contig_10153	42135	0.7714285714285715	0.7714285714285715	0.5037325620651245	0	0	0	0	0	0	0	0	0	0	0	0
contig_10154	26524	53.17972714250777	1.6266666666666667	2.3328752517700195	0	0	33	362.2250671386719	0	0	0	0	9.334975369458128	32.099796295166016	9.21808510638298	26.7841796875
contig_10156	19139	1.7575757575757576	1.7575757575757576	1.4640388488769531	0	0	0	0	0	0	0	0	0	0	0	0
contig_10157	43117	5.216185122614601	3.155313351498638	3.5300936698913574	0	0	0	0	0.21739130434782608	0.04587024450302124	1.2407407407407407	0.9410116076469421	0.6027397260273972	0.14551787078380585	0	0
contig_10158	80904	6.463793424531739	4.324945295404814	4.421657562255859	0	0	0	0	0.29310344827586204	0.09078934043645859	1.5957446808510638	0.8632099628448486	0.25	0.1254555881023407	0	0
contig_10159	5613	8.055555555555555	8.055555555555555	18.70383071899414	0	0	0	0	0	0	0	0	0	0	0	0
contig_1016	50994	19	19	97.9114761352539	0	0	0	0	0	0	0	0	0	0	0	0
contig_10160	38222	1.9714285714285715	1.6714285714285715	1.394789457321167	0	0	0	0	0	0	0	0	0	0	0.3	0.13387981057167053
contig_10161	27293	69.2112836664194	43	321.0938720703125	5.188755020080321	7.756021499633789	11.605166051660516	39.43364334106445	0	0	8.99630996309963	25.74666976928711	0.42105263157894735	0.5064030885696411	0	0
contig_10163	10264	12.79613697705803	4.6875	5.4642229080200195	0	0	4.0701754385964914	4.055093765258789	0	0	0	0	4.038461538461538	0.9619112014770508	0	0
contig_10164	16217	3.7886178861788617	3.7886178861788617	4.2551727294921875	0	0	0	0	0	0	0	0	0	0	0	0
contig_10165	7838	2.9156626506024095	2.9156626506024095	2.442979574203491	0	0	0	0	0	0	0	0	0	0	0	0
contig_10167	12194	0.9333333333333333	0.9333333333333333	0.46165281534194946	0	0	0	0	0	0	0	0	0	0	0	0
contig_10169	33966	5.432409378373032	0.5436893203883495	1.3073855638504028	0	0	3.105691056910569	1.561579704284668	0	0	1.5789473684210527	0.23084883391857147	0.20408163265306123	0.08013677597045898	0	0
contig_1017	61889	1.8059701492537314	1.8059701492537314	2.685743570327759	0	0	0	0	0	0	0	0	0	0	0	0
contig_10170	5069	37.72923356135698	4.526315789473684	6.458974838256836	17	92.7955322265625	6.346153846153846	11.192001342773438	0	0	3.6153846153846154	3.6368184089660645	0	0	6.241379310344827	10.243231773376465
contig_10171	41748	79	19	122.75210571289063	16	68.51790618896484	21	105.3619155883789	0	0	23	177.02537536621094	0	0	0	0
contig_10172	15802	1.288888888888889	1.288888888888889	1.084728479385376	0	0	0	0	0	0	0	0	0	0	0	0
contig_10173	9083	16.21224652540442	1.2000000000000002	1.361815094947815	0	0	10.402597402597403	30.992835998535156	0	0	0.8333333333333334	0.3395918607711792	0	0	3.776315789473684	4.657050609588623
contig_10174	31063	1.5681818181818181	1.5681818181818181	1.9587541818618774	0	0	0	0	0	0	0	0	0	0	0	0
contig_10175	52592	11.420489296636086	11.420489296636086	26.298521041870117	0	0	0	0	0	0	0	0	0	0	0	0
contig_10176	31530	1.3070866141732282	1.3070866141732282	1.0755524635314941	0	0	0	0	0	0	0	0	0	0	0	0
contig_10177	77603	14.808365230821131	3.642548596112311	3.829583168029785	1.6647398843930636	1.4565067291259766	4.277324632952691	5.869397163391113	0.203125	0.08637010306119919	1.0934579439252337	0.749502420425415	2.812741312741313	2.1994879245758057	1.1144278606965174	0.47038769721984863
contig_10178	23126	0.717391304347826	0.717391304347826	0.4297584891319275	0	0	0	0	0	0	0	0	0	0	0	0
contig_10179	7509	12.726388553974761	6.563218390804598	11.8089599609375	0.7272727272727273	0.9298392534255981	0	0	0	0	0	0	5.435897435897436	7.022340297698975	0	0
contig_1018	75794	21	21	80.81470489501953	0	0	0	0	0	0	0	0	0	0	0	0
contig_10182	99348	16.41943114434654	3.1675977653631286	2.944425582885742	0.7188940092165899	0.2625389099121094	6.942105263157894	12.796687126159668	0	0	1.650943396226415	1.6066322326660156	3.939890710382514	3.9650349617004395	0	0
contig_10183	17301	3.8943488943488944	3.6216216216216215	3.8921401500701904	0	0	0	0	0	0	0.2727272727272727	0.26624590158462524	0	0	0	0
contig_10184	5419	285.8478260869565	25	224.49424743652344	8.847826086956522	21.751230239868164	190	11276.095703125	0	0	36	569.599609375	26	231.4039306640625	0	0
contig_10185	13963	4.866197183098592	4.866197183098592	7.073309421539307	0	0	0	0	0	0	0	0	0	0	0	0
contig_10186	102196	0.6871165644171779	0.6871165644171779	0.5148652791976929	0	0	0	0	0	0	0	0	0	0	0	0
contig_10187	35651	1.6153846153846154	1.6153846153846154	1.6711288690567017	0	0	0	0	0	0	0	0	0	0	0	0
contig_10189	33332	27.72932330827068	16	95.65399169921875	0	0	0	0	0	0	11.729323308270677	26.23111343383789	0	0	0	0
contig_1019	44144	1.0294117647058822	1.0294117647058822	0.7338629961013794	0	0	0	0	0	0	0	0	0	0	0	0
contig_10190	22365	4.525300442757748	2.564516129032258	2.1146888732910156	0	0	0	0	0	0	0	0	1.9607843137254901	1.3629100322723389	0	0
contig_10191	12988	89.69395889358434	9.832116788321168	27.087831497192383	19	123.17505645751953	36	632.278076171875	1.736842105263158	1.007289171218872	20	213.39682006835938	0	0	3.125	2.7059545516967773
contig_10192	6640	4.6	4.6	2.3259096145629883	0	0	0	0	0	0	0	0	0	0	0	0
contig_10193	3126	141.23529411764707	61	318.51641845703125	0	0	74	927.48193359375	0	0	6.235294117647059	7.124567031860352	0	0	0	0
contig_10194	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10196	4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_10197	42752	6.89662027833002	6.89662027833002	9.17081356048584	0	0	0	0	0	0	0	0	0	0	0	0
contig_10199	24127	5.272116461366181	3.851063829787234	4.199999809265137	0	0	0	0	0	0	0	0	0	0	1.4210526315789473	1.4541254043579102
contig_10200	9452	1.7307692307692306	1.7307692307692306	2.1012251377105713	0	0	0	0	0	0	0	0	0	0	0	0
contig_10201	37749	12.315317757027431	1.0612244897959184	0.7925262451171875	0	0	8.393258426966293	23.73042106628418	1.3571428571428572	0.8336182236671448	0.9620253164556962	0.415128618478775	0.5416666666666666	0.276986688375473	0	0
contig_10202	2957	1.7826086956521738	1.7826086956521738	1.0055553913116455	0	0	0	0	0	0	0	0	0	0	0	0
contig_10205	82327	18.34364077568409	6.203939745075319	12.089179039001465	0	0	0.08	0.049861494451761246	0.10126582278481013	0.03218984976410866	11.95843520782396	36.780025482177734	0	0	0	0
contig_10206	44551	1.8383549365692222	1.1875	0.8487948775291443	0	0	0	0	0	0	0.32653061224489793	0.05274493992328644	0	0	0.32432432432432434	0.027152709662914276
contig_10207	48317	2.383811537299909	1.1162790697674418	1.1816604137420654	0	0	0	0	0	0	0.8	0.30752983689308167	0.4675324675324675	0.11521332710981369	0	0
contig_10208	43253	1.3374233128834356	1.3374233128834356	0.6999898552894592	0	0	0	0	0	0	0	0	0	0	0	0
contig_10209	124006	9.49966642268275	1.6079295154185023	1.0401571989059448	0	0	3.595808383233533	3.997915029525757	0	0	3.8798701298701297	4.526991844177246	0.41605839416058393	0.1442977637052536	0	0
contig_1021	46568	26.003325057149418	13.458923512747875	53.79494094848633	0	0	0	0	0	0	12.544401544401545	41.05537796020508	0	0	0	0
