contigName	contigLen	totalAvgDepth	reads/ERR7014844.fastq.gz	reads/ERR7014844.fastq.gz-var	reads/ERR7014876.fastq.gz	reads/ERR7014876.fastq.gz-var	reads/ERR7015089.fastq.gz	reads/ERR7015089.fastq.gz-var	reads/ERR7256374.fastq.gz	reads/ERR7256374.fastq.gz-var	reads/ERR9584948.fastq.gz	reads/ERR9584948.fastq.gz-var
contig_1	5156	0	0	0	0	0	0	0	0	0	0	0
contig_10	575311	248	26	112.08636474609375	66	753.7994384765625	78	613.007080078125	39	242.53054809570313	39	242.53054809570313
contig_100	61586	36.31845467331248	5.181003584229391	8.573749542236328	9.654545454545454	29.628084182739258	13.518382352941176	40.276084899902344	3.9822616407982263	4.869088649749756	3.9822616407982263	4.869088649749756
contig_1000	5401	536	59	858.0913696289063	141	1761.012939453125	230	12760.7216796875	53	734.54443359375	53	734.54443359375
contig_1001	2535	415	56	113.88109588623047	0	0	249	771.0391845703125	55	115.20808410644531	55	115.20808410644531
contig_1010	50637	340	32	346.4728088378906	100	2804.551513671875	144	4380.06884765625	32	265.6870422363281	32	265.6870422363281
contig_1011	8669	50.73870967741935	4.9	6.412288188934326	13.258064516129032	43.50531005859375	22	109.63612365722656	5.290322580645161	8.09180736541748	5.290322580645161	8.09180736541748
contig_1017	30337	147.81572955537283	13.097938144329897	60.98295211791992	38	450.5218200683594	67	1231.320068359375	14.858895705521473	56.35401916503906	14.858895705521473	56.35401916503906
contig_1018	47546	82.4537596174478	7.275541795665634	15.656557083129883	27	174.61474609375	34	292.0577392578125	7.089108910891089	13.578909873962402	7.089108910891089	13.578909873962402
contig_1025	21958	147	16	82.13623046875	38	559.9810180664063	63	1234.8729248046875	15	72.23145294189453	15	72.23145294189453
contig_1026	3946	103.15089514066496	10.73913043478261	27.10276222229004	28	198.1693878173828	36	593.6586303710938	14.205882352941176	72.39656829833984	14.205882352941176	72.39656829833984
contig_1027	10520	190.77142857142857	14.771428571428572	30.161739349365234	45	1279.1651611328125	87	3332.393310546875	22	160.24786376953125	22	160.24786376953125
contig_1029	38706	47.692850046128726	5.151515151515151	8.305580139160156	12.964285714285714	82.42875671386719	21	96.12429809570313	4.288524590163934	6.463411808013916	4.288524590163934	6.463411808013916
contig_103	19274	255	25	77.4583969116211	76	609.0389404296875	100	196.14501953125	27	73.7603530883789	27	73.7603530883789
contig_1031	16349	88.63461431356167	9.057894736842105	21.829118728637695	26	216.4990234375	34	769.9126586914063	9.788359788359788	24.92521858215332	9.788359788359788	24.92521858215332
contig_1032	31715	83.04042917754569	12.524804177545692	59.83317184448242	25	89.65555572509766	26	43.22355651855469	9.7578125	50.32188034057617	9.7578125	50.32188034057617
contig_1034	160421	33.208065905505606	4.094285714285714	4.185806751251221	7.908713692946058	16.050376892089844	13.1473623853211	27.821361541748047	4.0288520564763655	4.710557460784912	4.0288520564763655	4.710557460784912
contig_1038	1705061	70.74278506422188	6.9302459094823465	7.453821182250977	17	31.446887969970703	27	45.12828063964844	9.906269577369764	12.864509582519531	9.906269577369764	12.864509582519531
contig_1040	3514	0	0	0	0	0	0	0	0	0	0	0
contig_1041	287948	73.07590185156053	7.012143462298786	8.57096004486084	16	28.501924514770508	30	37.69002151489258	10.031879194630873	12.221052169799805	10.031879194630873	12.221052169799805
contig_1042	415919	70.09124644463955	6.932233009708738	7.804531097412109	16	33.43442153930664	28	57.3333854675293	9.57950671746541	13.990334510803223	9.57950671746541	13.990334510803223
contig_1043	8095	62.720875850340136	8.214285714285714	6.877556800842285	13.322916666666666	14.786209106445313	25	15.265575408935547	8.091836734693878	5.852468967437744	8.091836734693878	5.852468967437744
contig_1044	131718	66.0764497587723	6.13406292749658	8.62088680267334	15	47.50306701660156	26	73.02828979492188	9.47119341563786	16.019376754760742	9.47119341563786	16.019376754760742
contig_1045	37307	57.796656080702405	6.2075471698113205	12.871511459350586	19	111.85842895507813	15	52.69834899902344	8.794554455445544	26.19997215270996	8.794554455445544	26.19997215270996
contig_1046	181129	53.14817222617839	5.8034955125177135	7.830556869506836	16	45.11689758300781	16	18.152332305908203	7.672338356830336	12.4592924118042	7.672338356830336	12.4592924118042
