contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var	5.bam	5.bam-var	6.bam	6.bam-var
contig_1	38370	5.35934	5.35934	4.20882	0	0	0	0	0	0	0	0	0	0	0	0
contig_100	845	25.2187	13.2878	18.9228	1.1554	0.203483	2.88345	0.708297	0.627338	0.257178	0.928058	0.0668632	5.25324	6.85508	1.08345	0.163055
contig_1000	6758	5.8862	5.55978	1.8811	0	0	0	0	0	0	0.326423	0.319502	0	0	0	0
contig_10000	4135	7.70188	7.34228	2.67149	0	0	0	0	0	0	0.359598	0.230352	0	0	0	0
contig_10001	7906	44.2731	20.2942	42.2365	0	0	0	0	0	0	23.9789	38.7853	0	0	0	0
contig_10002	5136	23.999	23.999	4.31433	0	0	0	0	0	0	0	0	0	0	0	0
contig_10003	26285	80.3842	58.6047	290.521	0	0	0	0	0.0492443	0.046824	21.7303	264.658	0	0	0	0
contig_10004	5164	61.054	61.0541	20.5543	0	0	0	0	0	0	0	0	0	0	0	0
contig_10005	2616	14.1504	3.01298	0.641605	0	0	0	0	0	0	11.1375	2.90657	0	0	0	0
contig_10006	3389	11.8435	7.49768	2.32975	0	0	0	0	0	0	4.34579	112.333	0	0	0	0
contig_10007	10009	45.4654	45.2037	90.059	0	0	0	0	0	0	0.26169	0.333285	0	0	0	0
contig_10008	32153	61.1826	61.174	145.137	0	0	0.00859294	0.0137615	0	0	0	0	0	0	0	0
contig_10009	34683	47.6633	22.3023	54.3933	0.143804	0.12314	0	0	0	0	25.2172	222.121	0	0	0	0
contig_1001	1294	24.1503	12.0997	2.33302	0	0	0	0	0	0	12.0507	1.99394	0	0	0	0
contig_10010	27917	68.8004	68.1358	33.4922	0	0	0	0	0	0	0.664566	7.59745	0	0	0	0
contig_10011	13387	292.181	41.8575	184.376	10.7428	98.4287	90.4586	2817.4	58.8767	615.664	6.82224	21.0148	59.6128	989.918	23.8109	101.547
contig_10012	82716	90.3573	18.9587	12.4622	3.0283	4.38827	34.899	235.65	0.37364	12.1143	9.02623	27.9022	24.0439	188.722	0.0275537	0.0623378
contig_10013	8397	41.0936	41.0936	102.538	0	0	0	0	0	0	0	0	0	0	0	0
contig_10015	45134	113.726	92.4537	1117.15	0.192357	0.172878	0.326183	1.57173	0.892917	3.11764	3.55515	7.68044	16.2346	146.132	0.0713809	0.199602
contig_10018	57716	211.319	47.6415	85.2412	3.85988	5.32883	34.791	138.354	2.85667	5.03074	36.9954	62.8271	68.3147	129.99	16.8596	27.4081
contig_10019	29239	55.857	15.0275	32.789	0.598474	0.240275	15.4576	93.173	0.45378	0.442323	8.07023	11.0306	4.59266	5.36298	11.6568	21.0816
contig_1002	31023	9.08133	8.49308	27.4328	0	0	0	0	0	0	0.566968	4.46243	0	0	0.0212807	0.0208119
contig_10020	27887	55.0917	17.886	40.5272	0.964848	0.275405	12.4944	21.507	2.67037	3.19304	6.91697	6.43149	4.25507	5.19916	9.90399	11.035
contig_10021	59289	412.043	110.089	1308.83	38.009	471.168	5.79902	11.196	5.23896	13.8742	25.5128	247.84	180.949	11303.7	46.4459	1026.9
contig_10023	12428	32.4326	15.7245	5.50751	8.01067	1.77404	0	0	0	0	0.250529	0.187758	0.972145	0.0270786	7.47475	2.03774
contig_10024	121834	155.32	24.1907	16.3469	51.5778	79.7776	44.9422	141.207	0.128102	0.235101	23.3616	19.1227	0.56286	0.688439	10.5572	11.4244
contig_10025	3234	0.102789	0	0	0	0	0	0	0	0	0.102789	0.0922474	0	0	0	0
contig_10026	50060	43.8502	7.78946	7.82586	0.937467	0.759778	24.5007	119.739	0.303426	0.299749	4.01781	6.50168	0.942136	0.945679	5.35925	8.47729
contig_10027	5467	0.692308	0.692308	0.213056	0	0	0	0	0	0	0	0	0	0	0	0
contig_10028	33253	207.093	93.461	240.264	0.101955	0.288419	0.184001	0.866225	86.2344	737.785	0	0	27.011	354.381	0.100958	0.283215
contig_10029	2626	19.7092	3.16761	0.966227	0	0	8.11914	3.56033	0	0	2.71688	0.952941	5.70557	4.01643	0	0
contig_1003	17226	48.7537	31.2451	27.4768	0	0	0	0	0	0	17.4707	122.496	0	0	0.0378894	0.0534576
contig_10031	5684	28.004	7.25117	15.444	2.4476	4.28629	7.11149	39.8436	0.489158	0.249928	6.49783	31.6218	0.0901699	0.0820484	4.11655	16.1576
contig_10032	57356	79.3677	36.8267	37.7454	0.274517	0.311858	11.7888	477.738	1.01668	5.4022	4.15126	34.707	22.2915	22.8055	3.01816	30.7286
contig_10033	37044	164.61	6.66881	31.5877	2.43403	15.5432	95.4415	13233.5	0.963083	1.97709	28.3449	1092.93	0.477015	0.572602	30.281	1275.4
contig_10034	11406	6.18461	5.65352	1.74845	0.0530384	0.0502265	0.0363362	0.0695106	0	0	0.053838	0.0509268	0.0203447	0.019931	0.367537	0.488855
contig_10035	86751	326.502	53.6985	98.9524	32.1061	81.8818	63.1021	169.633	1.12867	1.1076	47.6997	78.8114	0.590397	0.554161	128.177	603.494
contig_10036	127265	307.614	48.3367	60.9526	26.9536	86.0304	58.8405	162.788	0.88608	0.904889	47.2024	96.922	1.09662	1.20981	124.298	868.933
contig_10037	8851	35.5378	7.438	2.91258	0	0	8.49224	2.91754	0	0	18.9732	12.1023	0.634295	0.542829	0	0
contig_10039	31746	35.6692	5.53478	5.97182	0	0	11.8144	15.0586	0	0	16.9034	18.5909	1.40711	0.915017	0.00949487	0.00940566
contig_1004	12567	45.2435	45.1459	289.146	0	0	0	0	0	0	0.0976081	0.43055	0	0	0	0
contig_10042	5644	286.147	39.6684	8.78352	27.8893	20.3314	62.0886	34.9748	0.982708	0.29807	42.9802	55.0046	1.24863	0.268767	111.289	70.8038
contig_10044	43522	19.3182	6.94356	21.3845	0	0	7.65146	29.8584	0	0	2.47404	5.00182	2.20635	4.9224	0.0427695	0.0409413
contig_10045	16909	187.84	10.8955	2.23997	3.76753	6.58593	134.377	1717.43	0	0	36.9553	44.3698	1.84432	2.54771	0	0
contig_10046	147603	10.5617	8.89112	6.72691	0	0	0.0216611	0.0402656	0	0	0.0473642	0.18853	1.59877	1.62606	0.00280767	0.00279937
contig_10047	21130	60.5885	3.99766	1.83265	0	0	34.4369	48.006	0	0	4.33327	2.76826	0	0	17.8206	17.2034
contig_10048	47678	70.173	16.5171	34.3803	0.794647	7.43942	8.07185	27.6467	0.374832	0.363734	23.1952	228.638	11.4827	58.0013	9.73658	27.509
contig_1005	1312	9.61532	4.74096	0.300632	0	0	0	0	0	0	4.87435	0.230541	0	0	0	0
contig_10050	90264	33.0033	5.44369	4.84649	0	0	5.051	190.895	0.00509355	0.00507078	0.108296	0.150122	0	0	22.3953	72.365
contig_10053	34732	108.55	5.31132	9.17617	0.34891	0.316442	64.0097	2428.65	2.19042	8.41212	14.3596	131.698	19.6012	210.639	2.72862	8.23063
contig_10056	9195	6.99613	5.97015	5.11132	0	0	0	0	0.284245	1.22723	0	0	0.253952	0.373905	0.487783	1.86721
contig_10057	14815	4.30604	3.02298	2.77285	0	0	0	0	0	0	0.058643	0.187913	0.266962	6.94231	0.95745	38.4714
contig_10058	87762	19.6736	6.6724	18.2486	0.0697735	0.0649132	3.29666	18.2098	0	0	0	0	9.63475	80.4731	0	0
contig_10059	36805	16.3477	5.6111	8.01913	0	0	0	0	0	0	6.92896	9.5824	3.80767	4.88122	0	0
contig_1006	6762	28.7686	28.0481	18.1095	0	0	0	0	0	0	0.720508	1.28325	0	0	0	0
contig_10064	24113	67.6072	4.07925	4.04236	6.10224	7.49652	13.2435	63.0821	0.107666	0.0960508	24.537	35.1605	4.35012	4.77455	15.1874	62.0874
contig_10065	3653	302.326	26.376	10.316	16.7162	234.759	77.3922	235.163	99.2158	3235.72	66.7274	234.878	3.38281	4.58808	12.5153	129.94
contig_10067	13617	2.89248	2.89248	2.79872	0	0	0	0	0	0	0	0	0	0	0	0
contig_10068	3976	16.8293	0	0	0	0	13.3508	15.4167	0.174856	0.144317	0	0	0.477784	0.249567	2.82593	0.211261
contig_10069	13604	6.42679	5.76067	3.02382	0	0	0	0	0.130816	0.113694	0	0	0.535306	0.653335	0	0
contig_10070	22150	12.108	9.53186	10.0311	0.0147727	0.0145548	0.0629545	0.374551	1.82968	23.1737	0.314864	0.901825	0.128136	0.221114	0.225682	0.277905
contig_10071	142890	12.5713	7.60403	6.69267	0.0135211	0.0507775	0.000672552	0.000671934	0.00631918	0.0115219	0.00912148	0.0260075	4.91014	7.15518	0.0274765	0.0524937
contig_10072	13469	12.3052	3.92312	1.23903	1.19889	0.275417	3.44455	0.885945	0	0	0	0	3.73864	1.65036	0	0
contig_10073	18721	15.7556	6.30812	6.29937	0	0	4.06892	8.49631	0	0	0.00586937	0.00583832	5.37273	6.61789	0	0
contig_10074	34728	36.9136	7.43935	3.4234	1.95353	31.0904	9.1265	15.4877	0	0	15.3486	49.8619	1.29837	1.13625	1.74721	25.798
contig_10075	105328	39.51	39.51	51.2437	0	0	0	0	0	0	0	0	0	0	0	0
contig_10077	67038	7.13706	7.13706	6.76326	0	0	0	0	0	0	0	0	0	0	0	0
contig_10078	11021	16.374	15.0287	2.4218	0	0	0.23043	1.87911	0	0	0.0697268	0.193502	0.692945	0.235401	0.352222	4.87601
contig_10079	26153	6.68827	6.68827	10.0686	0	0	0	0	0	0	0	0	0	0	0	0
contig_1008	8985	77.8388	77.5777	30.3581	0	0	0	0	0	0	0.261121	0.364313	0	0	0	0
contig_10080	51737	6.0909	4.21686	11.0658	1.71704	30.14	0.0328765	0.050505	0	0	0.0564871	0.0532872	0.0676333	0.0631084	0	0
contig_10081	18906	47.3402	24.3972	72.2257	3.74126	13.6933	19.2017	1095.73	0	0	0	0	0	0	0	0
contig_10082	99740	14.6084	5.97483	3.59601	0.0853499	0.0780949	5.6821	20.3831	0.965729	1.78963	1.36994	1.93851	0.162195	1.07713	0.36822	0.269141
contig_10083	16433	112.993	63.1077	36.1327	0	0	0	0	0	0	30.6329	26.929	19.2522	26.5266	0	0
contig_10084	114359	7.36124	4.24706	3.83985	0.0631211	0.117551	1.87698	91.5701	0.0349885	0.0337612	0.0181597	0.0178488	0.584761	0.722981	0.536175	8.11623
contig_10085	197052	205.103	12.2483	18.158	49.2652	326.597	52.5574	305.922	33.5169	163.081	30.6618	137.789	17.8892	192.209	8.96461	11.7313
contig_10087	38949	13.4725	12.5322	18.4413	0.940308	0.953558	0	0	0	0	0	0	0	0	0	0
contig_10088	5813	165.971	127.815	53.5087	4.6599	55.3195	19.2342	343.761	0.126611	0.110601	10.1759	22.9416	3.95939	37.5682	0	0
contig_10089	56882	145.745	145.709	583.591	0	0	0	0	0.0359057	0.0346206	0	0	0	0	0	0
contig_1009	17256	14.4436	13.5454	8.34256	0	0	0.0417397	0.0757773	0	0	0.856483	3.51122	0	0	0	0
contig_10090	11467	57.1782	9.9172	2.48869	26.3938	42.9299	0.473359	0.249848	0	0	20.1955	29.4412	0.194575	0.156717	0.00379959	0.00378549
contig_10093	11867	102.677	5.36264	7.4227	14.3616	202.269	27.468	207.5	5.78971	54.9245	19.4196	436.09	27.803	909.539	2.47248	3.65022
contig_10094	24907	5.35772	5.20552	3.57716	0	0	0.0626086	0.121861	0.028396	0.027591	0	0	0.0544089	0.0625179	0.00678596	0.0067402
contig_10097	21445	257.799	13.5369	4.52826	11.8163	421.651	76.6843	7678	59.4559	5432.4	13.9803	121.857	52.3336	2624.56	29.9922	416.467
contig_10098	5502	120.263	12.7754	1.80528	0.140882	0.58936	40.3236	2601.53	23.6669	1528.37	6.75504	102.332	28.5895	1337.31	8.0114	83.9336
contig_10099	27312	11.6263	5.95998	5.13823	0	0	0.302592	0.794578	0	0	3.63379	90.0076	1.72992	16.2503	0	0
contig_101	428	0.845324	0.845324	0.131223	0	0	0	0	0	0	0	0	0	0	0	0
contig_1010	6576	54.9505	12.6439	11.527	0	0	0	0	0	0	42.3066	37.1274	0	0	0	0
contig_10100	17228	0.405258	0.318187	0.216973	0	0	0.00644104	0.00639804	0	0	0	0	0.08063	0.142295	0	0
contig_10102	9471	17.6852	9.60755	6.94229	0	0	1.35747	2.61647	0	0	0.691128	2.44443	5.00826	2.92285	1.02081	1.02467
contig_10103	32994	34.2572	32.4075	34.1596	0	0	0	0	0	0	0	0	1.84968	4.33972	0	0
contig_10104	9638	18.332	5.06239	2.59586	1.04637	1.133	3.99505	11.2278	0.853078	0.780322	4.79838	4.18175	0	0	2.57673	4.07663
contig_10105	120250	34.6632	34.6632	51.2813	0	0	0	0	0	0	0	0	0	0	0	0
contig_10106	21760	6.30907	4.11342	3.8037	0	0	0	0	0	0	0	0	2.19565	1.64445	0	0
contig_10107	23772	6.19321	6.19321	6.68582	0	0	0	0	0	0	0	0	0	0	0	0
contig_10108	9130	23.1364	5.24031	3.39803	0.800557	0.442131	5.99465	3.95791	0	0	0.982405	0.542969	1.02227	0.21756	9.09621	3.26755
contig_10109	18459	4.19373	4.19373	4.19089	0	0	0	0	0	0	0	0	0	0	0	0
contig_1011	18675	45.1188	45.1188	178.601	0	0	0	0	0	0	0	0	0	0	0	0
contig_10111	12806	16.9191	6.46911	1.62212	0	0	0.0301043	0.0292009	0	0	6.60106	2.22358	3.81882	3.95297	0	0
contig_10113	24325	320.181	44.8852	453.843	22.4848	275.433	101.702	2566.36	55.2049	1014.78	25.6114	232.233	45.3505	895.724	24.9429	204.184
contig_10114	13900	3.83033	3.83033	4.08627	0	0	0	0	0	0	0	0	0	0	0	0
contig_10116	4482	183.096	57.1854	538.092	14.8234	72.4915	104.462	1361.71	0	0	6.62488	5.30206	0	0	0	0
contig_10117	28651	486.779	176.138	1110.01	39.4874	65.8101	248.531	2613.54	0.356584	0.22942	21.9693	44.0405	0	0	0.296586	0.208608
contig_10118	29036	179.067	37.0891	309.445	37.5785	702.632	31.3442	435.168	0	0	73.0547	1946.37	0	0	0	0
contig_1012	17455	69.0934	34.9754	21.4322	0	0	0	0	0.214736	0.168655	33.9033	82.4326	0	0	0	0
contig_10120	34220	13.6176	4.68685	2.79132	1.62718	1.52184	2.18392	1.25255	1.25873	0.864614	2.53041	2.4816	0.0313179	0.0303357	1.29915	4.80826
contig_10122	52427	232.843	16.114	15.3956	0.721254	4.75924	119.786	214.207	41.2387	97.8487	0.215602	0.660288	7.5019	18.6384	47.2658	48.1377
contig_10123	17644	38.3992	13.639	6.79776	0.900137	3.63177	9.10021	16.0286	0.38779	2.3021	0.755173	1.10054	9.5782	25.8508	4.0387	4.41804
contig_10124	1647	5.51904	4.0167	3.87471	0	0	0	0	0	0	0.589846	0.242092	0.912492	0.194878	0	0
contig_10125	18697	49.3793	48.9194	40.5163	0.0133714	0.0131976	0.0650779	0.0695078	0.0742438	0.0687329	0	0	0	0	0.307166	0.828064
contig_10126	5585	14.7604	6.20883	3.12849	1.08795	0.481746	1.77111	1.20748	1.28482	0.797058	4.40773	2.06288	0	0	0	0
contig_10127	89011	228.923	18.6976	32.5337	0.0913337	0.0978657	113.687	1040.95	44.8533	220.075	0.0867535	0.094501	5.9389	9.79401	45.5683	179.34
contig_10128	76869	53.9071	23.5602	15.7254	0.453786	0.63585	8.27782	162.718	0.592969	2.1338	1.68476	9.92769	18.762	21.6995	0.575568	1.96422
contig_10129	10057	137.074	44.9269	635.399	0	0	21.0663	186.635	0.862723	0.859959	1.37065	4.38192	63.1083	1853.97	5.73958	15.8427
contig_1013	19884	10.4761	10.4647	20.2105	0	0	0	0	0	0	0.0114016	0.0112723	0	0	0	0
contig_10130	8049	0.650715	0.282947	0.202916	0	0	0.257121	0.191038	0	0	0	0	0.0692493	0.0644607	0.0413976	0.0396877
contig_10131	4971	50.1744	2.32732	1.49616	0.0927194	0.237251	0.34163	0.499238	42.6198	601.758	4.21095	1.62704	0.234806	0.24775	0.347231	1.15492
contig_10132	6949	16.8026	6.3427	6.04604	0.905427	0.671711	2.41844	0.792617	0	0	3.35652	2.06379	0.50125	0.715267	3.27828	3.30925
contig_10133	18431	10.5685	5.41453	17.4249	0.0746677	0.330823	0.0598983	0.217655	0	0	0.0185985	0.0182477	5.00082	82.9337	0	0
contig_10135	9119	2.13658	2.13658	1.16696	0	0	0	0	0	0	0	0	0	0	0	0
contig_10136	52764	8.24246	5.03436	6.15772	0	0	0	0	0	0	0	0	0	0	3.2081	19.6442
contig_10137	94354	19.9623	5.72384	5.60589	2.00874	10.6241	2.52697	18.4796	0.0929684	0.0843999	5.65059	107.251	0.891523	3.85714	3.06766	37.2335
contig_10138	12313	101.051	11.3308	14.3536	8.1202	18.266	8.49634	79.2096	1.22059	2.22832	5.70575	35.0068	4.04752	16.3282	62.1297	4955.88
contig_10139	5730	2.00197	0.910215	0.695864	0	0	0.493011	0.617103	0	0	0	0	0.598746	1.00351	0	0
contig_1014	1376	0.923328	0.923328	0.0708519	0	0	0	0	0	0	0	0	0	0	0	0
contig_10141	5678	4.42493	4.42493	0.731526	0	0	0	0	0	0	0	0	0	0	0	0
contig_10142	1735	2.17918	1.49085	2.11247	0	0	0	0	0.323659	0.219045	0.364669	0.231832	0	0	0	0
contig_10144	17645	6.22904	5.87774	6.0267	0	0	0	0	0	0	0	0	0.120835	0.217635	0.230466	0.177424
contig_10146	10591	1.4059	1.33905	1.03697	0.00747055	0.00741307	0	0	0	0	0.0593813	0.0558677	0	0	0	0
contig_10147	64839	6.6234	5.90937	3.57829	0.0365441	0.0352107	0.398306	0.315216	0.227937	0.175874	0	0	0.0512452	0.0486442	0	0
contig_10149	51465	338.746	307.822	399.761	0	0	1.11778	4.81312	0	0	0.220306	0.395515	29.5633	79.9261	0.0228978	0.0223591
contig_10150	33857	148.46	31.6233	111.265	2.22604	2.05276	16.3488	100.321	0.0934227	0.0847139	27.9229	49.8436	57.7727	213.399	12.4733	27.8318
contig_10151	8984	6.87095	6.45755	10.6545	0.413403	0.428647	0	0	0	0	0	0	0	0	0	0
contig_10153	42135	5.49739	3.27481	2.46823	0.0996308	0.249275	1.33014	24.863	0.0368465	0.0354801	0.0261522	0.0369197	0.438585	0.571297	0.291223	1.00017
contig_10154	26524	185.223	11.2308	18.259	0	0	95.9572	2355.6	0.541935	0.698692	0	0	38.6217	303.287	38.8712	88.7037
contig_10156	19139	8.16178	8.16178	4.23074	0	0	0	0	0	0	0	0	0	0	0	0
contig_10157	43117	23.2185	10.2968	30.3864	0.0367259	0.0409628	2.06926	26.8244	1.30994	3.80649	6.19422	5.618	2.90856	4.92905	0.402984	1.71754
contig_10158	80904	29.2603	15.5124	19.4686	0.266686	0.406478	2.78267	27.9111	2.35447	3.24738	5.90216	11.1091	1.20579	1.47664	1.23619	5.01273
contig_10159	5613	993.481	42.6663	21.8637	2.15541	5.17654	562.682	313888	0.0651657	0.0609261	47.7296	2657.45	11.2868	118.122	326.896	188907
contig_1016	50994	61.9905	61.5571	87.2583	0	0	0	0	0	0	0.433443	1.236	0	0	0	0
contig_10160	38222	7.01274	5.75278	8.54318	0.140628	0.164955	0.06556	0.1541	0	0	0.00210128	0.00209959	0.0398981	0.482094	1.01177	1.33005
contig_10161	27293	109.669	74.6816	2381.61	8.72214	41.4049	9.86958	38.744	0.84519	0.515864	15.2621	66.8322	0.287956	0.522363	0	0
contig_10163	10264	52.7547	17.3565	4.32203	0.64297	0.479968	12.1683	11.2286	3.85832	11.2829	2.77437	7.0247	15.2494	382.977	0.704865	1.08265
contig_10164	16217	21.0396	12.2401	11.5498	1.21927	7.98693	4.20128	13.7349	0.0135682	0.0133847	2.13948	16.4226	0.944669	5.51486	0.28126	0.572512
contig_10165	7838	11.7215	10.0035	2.05759	0	0	0.462019	0.248604	0	0	0.954735	0.0432205	0	0	0.301249	0.210493
contig_10167	12194	1.5817	1.33593	0.488299	0	0	0	0	0	0	0	0	0.245766	0.50004	0	0
contig_10169	33966	17.193	5.13899	13.3607	0	0	6.23116	32.5101	0	0	4.45842	14.5125	0.96064	1.19109	0.403744	2.12045
contig_1017	61889	7.9776	7.22691	18.5253	0.00458381	0.00841121	0.0058148	0.00811223	0	0	0.714961	6.07634	0	0	0.0253324	0.0311277
contig_10170	5069	122.133	16.283	10.7421	67.7367	508.419	10.9612	141.781	0	0	9.90059	67.6459	0.429356	0.628954	16.8225	173.963
contig_10171	41748	226.648	55.5243	760.09	45.3344	834.986	41.2117	977.7	0.0694264	0.324563	84.4317	1983.11	0	0	0.0761815	0.352017
contig_10172	15802	5.951	5.22291	5.73324	0.04977	0.0473068	0.265206	0.772093	0	0	0	0	0	0	0.41311	0.288263
contig_10173	9083	56.7805	5.79066	7.38839	0	0	38.1228	38.3547	0	0	3.37602	1.26069	0	0	9.49099	14.3615
contig_10174	31063	9.30628	9.30628	10.0508	0	0	0	0	0	0	0	0	0	0	0	0
contig_10175	52592	43.0453	42.9498	38.5659	0	0	0	0	0	0	0.0145494	0.0285935	0.0425232	0.158164	0.0384234	0.0548613
contig_10176	31530	10.4168	4.77317	4.5068	0	0	0.0186424	0.0183104	0.229924	0.827828	1.14873	14.6572	0.206533	0.629019	4.03983	33.7132
contig_10177	77603	55.1107	12.996	22.5555	8.01245	14.7031	12.9257	33.1128	2.15279	2.24905	5.54987	10.5887	9.4763	22.2525	3.99748	4.98435
contig_10178	23126	10.8873	2.8128	1.32435	0.295091	0.487317	0	0	0.0181058	0.0177856	0	0	0	0	7.76132	12.5869
contig_10179	7509	77.0308	41.3328	19.1528	8.42587	3.55091	0	0	0	0	0.236717	1.51096	27.0355	14.891	0	0
contig_1018	75794	90.7843	80.86	300.774	0.0382317	0.0367747	0.012149	0.0119815	0	0	9.86452	290.97	0.00938607	0.00929859	0	0
contig_10182	99348	49.8449	11.7574	15.6359	2.05463	3.39521	16.8686	177.122	0.0884494	0.716341	7.47971	27.03	11.4268	92.9852	0.169368	0.628054
contig_10183	17301	26.2112	12.7175	3.80919	0.263133	0.252935	4.64399	28.2322	0	0	3.11131	3.99676	5.29392	41.0999	0.181447	0.251585
contig_10184	5419	266.765	85.8909	41.9128	14.0945	31.1357	69.8637	653.909	0.116341	0.102838	82.688	202.598	14.1118	61.7475	0	0
contig_10185	13963	14.3169	12.3733	8.31246	0.190038	0.153948	0	0	0	0	1.75357	3.85056	0	0	0	0
contig_10186	102196	3.16775	3.1481	2.11271	0.0174725	0.0172197	0	0	0	0	0	0	0.00217549	0.0021692	0	0
contig_10187	35651	8.42035	8.42035	7.36699	0	0	0	0	0	0	0	0	0	0	0	0
contig_10189	33332	62.7212	41.5747	1148.57	0.0672352	0.129572	0.747001	4.3618	0.0542764	0.0634401	19.523	626.701	0.664728	54.6622	0.0903201	0.302008
contig_1019	44144	4.37464	4.21157	4.97464	0	0	0	0	0.0206164	0.0201922	0.0608265	0.0570952	0.0584171	0.187867	0.0232077	0.0226799
contig_10190	22365	28.0668	9.8054	6.89604	1.82521	33.0729	1.94355	8.57742	3.27648	108.43	0.933783	5.92719	9.18677	12.1377	1.09561	13.1343
contig_10191	12988	617.211	54.2854	185.132	145.902	1585.72	234.848	2370.53	16.2155	29.8081	148.955	4286.3	0	0	17.0052	51.5919
contig_10192	6640	11.0459	3.38767	2.48528	2.61263	12.1924	1.80586	9.22114	0	0	3.23975	19.073	0	0	0	0
contig_10193	3126	4.4123	3.48958	2.65534	0	0	0.922715	0.0713354	0	0	0	0	0	0	0	0
contig_10194	1692	2.44682	2.44682	2.07339	0	0	0	0	0	0	0	0	0	0	0	0
contig_10196	4737	0.728581	0.598648	0.553026	0	0	0	0	0	0	0	0	0.129932	0.113074	0	0
contig_10197	42752	20.1541	20.1541	28.1282	0	0	0	0	0	0	0	0	0	0	0	0
contig_10199	24127	28.0529	15.0705	10.5535	0	0	3.1026	69.5191	0.724444	1.53105	0.0731951	0.0678413	2.8557	40.3367	6.22647	20.526
contig_10200	9452	31.643	8.32326	1.88848	0	0	15.333	303.448	0.347022	0.252022	0.448936	1.13037	7.19071	205.399	0	0
contig_10201	37749	54.6069	5.24006	5.60887	0	0	29.8283	138.355	12.6815	39.4606	3.60129	5.56548	3.25583	2.75923	0	0
contig_10202	2957	4.513	3.57	1.20171	0.106519	0.0952095	0.290702	0.726571	0.545778	0.364871	0	0	0	0	0	0
contig_10205	82327	365.936	24.6039	121.211	6.38946	2011.32	227.875	1.29064e+06	0.93834	1.38012	47.5909	12107.1	14.4315	5170.32	44.1071	24629
contig_10206	44551	8.99428	5.29619	4.75968	0	0	0	0	0	0	1.48474	2.37735	1.16056	8.30947	1.05279	1.84609
contig_10207	48317	12.9036	6.37432	7.8538	0	0	0.132477	0.26925	0	0	3.92028	12.1842	2.32383	4.2742	0.152677	1.08958
contig_10208	43253	4.17249	4.17249	2.561	0	0	0	0	0	0	0	0	0	0	0	0
contig_10209	124006	34.5706	5.81374	3.79759	0.495462	11.7505	10.8861	12.9255	0.00375436	0.00373616	15.5577	41.2977	1.80129	1.47743	0.0125307	0.0699753
contig_1021	46568	47.8966	32.9696	177.393	0.563187	2.84836	0.0979146	0.457769	1.46532	15.2541	12.5806	279.998	0.220065	0.704666	0	0
contig_10210	21731	25.0191	7.61475	3.63897	2.26435	39.8229	5.57198	25.5418	0	0	7.35642	39.3487	0.0310458	0.0352732	2.18053	35.4451
contig_10211	24137	16.2905	15.1358	4.64529	0.886647	3.98248	0	0	0	0	0	0	0.268062	0.346893	0	0
contig_10215	40260	5.83508	5.18743	4.98425	0	0	0.117153	0.549489	0.0444528	0.0424674	0	0	0.474296	0.434802	0.0117427	0.0180804
contig_10216	10102	2.32828	2.29401	3.71034	0.0342645	0.0330802	0	0	0	0	0	0	0	0	0	0
contig_10217	16807	125.073	15.1377	77.446	1.55802	2.24833	72.7848	2347.41	0	0	27.0288	258.174	8.56379	18.693	0	0
contig_10218	5679	87.5712	80.0099	186.709	0	0	0	0	0	0	7.56122	596.12	0	0	0	0
contig_10219	7716	7.2305	4.38488	2.03139	0	0	0	0	0	0	1.35884	6.40128	1.48678	7.77986	0	0
contig_1022	36850	65.4466	46.0802	116.79	0.00855586	0.00847183	0	0	0	0	19.3408	1104.83	0.0170572	0.0328692	0	0
contig_10220	19545	4.69002	4.69002	9.26664	0	0	0	0	0	0	0	0	0	0	0	0
contig_10221	62352	8.16133	6.51473	5.82363	0.0428604	0.0631762	0.221392	1.26389	0	0	0.132407	0.180515	0.0274911	0.0523616	1.22245	8.94738
contig_10222	157106	14.6643	13.9395	16.31	0.270222	2.35681	0.0195278	0.0346417	0.380145	0.522277	0.00900889	0.0126371	0.0237965	0.0549347	0.0221017	0.0669412
contig_10224	41222	8.696	5.30366	16.2476	0	0	0	0	0.0171163	0.0168347	0	0	3.37522	26.1027	0	0
contig_10225	3630	53.9894	50.8874	151.06	0.410632	0.242086	0.599138	0.786325	0.194828	0.156921	0	0	0.377299	0.368369	1.52011	4.20587
contig_10226	5197	39.2695	25.9602	68.8596	0.324153	0.219124	2.05508	1.61851	0.186447	0.151725	0	0	2.05231	1.67304	8.6913	9.57198
contig_10227	78734	9.99119	3.47799	2.38422	0	0	2.04316	6.52437	0	0	0.756006	4.4892	0.112567	0.116253	3.60147	52.6158
contig_10228	43237	107.034	39.848	195.589	0	0	0	0	0	0	6.26019	5.04515	60.9258	504.372	0	0
contig_1023	10860	64.0856	63.6575	51.0797	0	0	0.0507937	0.095648	0	0	0.377311	0.515406	0	0	0	0
contig_10230	43934	10.3381	3.72885	4.53745	0.308926	0.50238	0.558309	1.68367	0	0	0.368285	2.65403	0.173442	0.459386	5.20032	539.644
contig_10231	83409	6.6073	6.54639	7.71956	0.0609063	0.0572178	0	0	0	0	0	0	0	0	0	0
contig_10232	4983	1.09497	0.318643	0.217171	0	0	0	0	0	0	0.51107	0.524749	0.26526	0.648957	0	0
