contigName	contigLen	totalAvgDepth	QC/reads/DRR310871_R1.fastq.gz	QC/reads/DRR310871_R1.fastq.gz-var	QC/reads/DRR310872_R1.fastq.gz	QC/reads/DRR310872_R1.fastq.gz-var	QC/reads/DRR310873_R1.fastq.gz	QC/reads/DRR310873_R1.fastq.gz-var	QC/reads/DRR310874_R1.fastq.gz	QC/reads/DRR310874_R1.fastq.gz-var	QC/reads/DRR310875_R1.fastq.gz	QC/reads/DRR310875_R1.fastq.gz-var	QC/reads/DRR310876_R1.fastq.gz	QC/reads/DRR310876_R1.fastq.gz-var	QC/reads/DRR310877_R1.fastq.gz	QC/reads/DRR310877_R1.fastq.gz-var	QC/reads/DRR310878_R1.fastq.gz	QC/reads/DRR310878_R1.fastq.gz-var	QC/reads/DRR310879_R1.fastq.gz	QC/reads/DRR310879_R1.fastq.gz-var	QC/reads/DRR310880_R1.fastq.gz	QC/reads/DRR310880_R1.fastq.gz-var	QC/reads/DRR310881_R1.fastq.gz	QC/reads/DRR310881_R1.fastq.gz-var	QC/reads/DRR310882_R1.fastq.gz	QC/reads/DRR310882_R1.fastq.gz-var
NODE_28_length_24765_cov_7.424120	24765	9.444444444444445	9.444444444444445	9.621164321899414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_29_length_24518_cov_16.275395	24518	37.06518246522674	18	38.25989532470703	0	0	4.849514563106796	7.177710056304932	0	0	3.766990291262136	2.7852694988250732	3.3483870967741933	3.2606401443481445	2.4615384615384617	1.9448082447052002	0	0	1.1904761904761905	0.9312271475791931	0	0	0	0	3.4482758620689653	3.3958873748779297
NODE_30_length_24396_cov_13.193090	24396	15.533333333333333	15	26.305091857910156	0	0	0	0	0	0	0	0	0.5333333333333333	0.16264405846595764	0	0	0	0	0	0	0	0	0	0	0	0
NODE_31_length_24251_cov_18.574186	24251	40.92878463030411	21	83.33263397216797	0	0	4.3694779116465865	6.405927658081055	0	0	4.177142857142857	4.9024834632873535	3.8284313725490198	4.611334800720215	1.5925925925925926	1.9360421895980835	0	0	1.5	1.6363327503204346	0	0	0	0	4.461139896373057	6.5904035568237305
NODE_32_length_23988_cov_19.321272	23988	39.9672287405074	20	73.45053100585938	0	0	4.33203125	4.416871547698975	0	0	3.4507042253521125	3.284813404083252	4.042424242424242	4.654079437255859	2.416666666666667	2.3347280025482178	0	0	1.6097560975609757	1.725210189819336	0	0	0	0	4.115646258503402	4.8643317222595215
NODE_33_length_23475_cov_17.596584	23475	36.613089904772885	19	38.02892303466797	0	0	4.245689655172414	5.348627090454102	0	0	4.092233009708738	5.5595879554748535	3.6405228758169934	3.857365608215332	2.2142857142857144	2.15924072265625	0	0	0.4583333333333333	0.5572863221168518	0	0	0	0	2.962025316455696	2.682525396347046
NODE_34_length_23157_cov_6.029565	23157	82.78081695289353	8.353356890459365	11.589139938354492	3.861244019138756	5.370721817016602	7.233160621761658	17.894071578979492	3.676056338028169	4.570336818695068	12.527272727272727	45.790122985839844	9.81203007518797	31.37686538696289	10.407272727272728	33.83451461791992	1.3220338983050848	1.5100654363632202	10.666666666666666	26.185117721557617	5.7269076305220885	9.74875259399414	3.8160919540229883	4.278167247772217	5.378723404255319	8.483683586120605
NODE_35_length_23005_cov_7.017996	23005	71.22757655638088	8.715753424657533	6.203161239624023	4.232067510548523	5.489711761474609	5.117647058823529	8.8637113571167	0	0	5.216666666666667	8.889559745788574	7.414342629482071	16.504072189331055	8.549800796812749	20.340354919433594	8.30739299610895	22.71823501586914	12.02734375	39.040977478027344	10.435294117647059	30.719314575195313	0	0	1.2112676056338028	1.280036211013794
NODE_36_length_22896_cov_7.155816	22896	49.060397389382956	8.92831541218638	7.850114345550537	3.310924369747899	2.5563344955444336	4.6239316239316235	5.294986248016357	0	0	4.017543859649122	4.096343994140625	4.813953488372093	7.971450328826904	4.768595041322314	6.541524887084961	5.456	8.420999526977539	6.645320197044335	15.785759925842285	5.443181818181818	11.732278823852539	0	0	1.0526315789473684	0.6171066164970398
NODE_37_length_21915_cov_15.239478	21915	35.02430830576728	17	45.808712005615234	0	0	4.3872340425531915	6.027029991149902	0	0	4.111111111111111	4.71745491027832	3.382978723404255	3.273488998413086	1.5384615384615385	1.8993045091629028	0	0	1.135135135135135	1.1607284545898438	0	0	0	0	3.4693877551020407	3.8372626304626465
NODE_38_length_21762_cov_7.043350	21762	56.002578548136654	8.899653979238755	7.658114910125732	0.8275862068965517	2.6226325035095215	5.149253731343284	7.039108753204346	0	0	4.152	4.111090660095215	5.72258064516129	10.132999420166016	6.965277777777778	15.350785255432129	6.397260273972603	12.057066917419434	9.160220994475138	32.17860412597656	7.754385964912281	22.885955810546875	0	0	0.9743589743589743	0.6183604001998901
NODE_39_length_21652_cov_19.090059	21652	39.84758961854459	20	49.74360656738281	0	0	4.068965517241379	4.593136787414551	0	0	3.8304093567251463	4.033382892608643	3.8085106382978724	4.148460388183594	2.88125	2.3768417835235596	0	0	1.3695652173913042	1.002960443496704	0	0	0	0	3.888888888888889	4.785150051116943
NODE_40_length_21606_cov_18.429957	21606	40.48757585653661	20	38.68120574951172	0	0	4.172690763052209	4.612635135650635	0	0	4.660130718954249	6.496652603149414	3.1390728476821192	2.904721975326538	2.9661016949152543	2.165652275085449	0	0	1.6	1.3500696420669556	0	0	0	0	3.9495798319327733	3.7092161178588867
NODE_41_length_21543_cov_14.202625	21543	23.48529746115953	16	41.8438835144043	0	0	3.71978021978022	4.434915065765381	0	0	3.7655172413793103	4.882164001464844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_42_length_21217_cov_18.537615	21217	41.556940227189415	19	44.45401382446289	0	0	4.463414634146342	5.7759881019592285	0	0	4.666666666666667	5.918924331665039	3.6492537313432836	3.3823111057281494	3.066666666666667	2.5038034915924072	0	0	2.5700934579439254	1.4287590980529785	0	0	0	0	4.140845070422535	4.35779333114624
NODE_43_length_21142_cov_6.586475	21142	60.12339934623079	8.285714285714286	9.173465728759766	3.2546583850931676	3.4481570720672607	5.604790419161676	9.300999641418457	0	0	4.154929577464789	5.8870744705200195	6.464285714285714	15.46137809753418	6.977142857142857	18.591257095336914	6.790123456790123	15.825932502746582	8.497737556561086	29.330114364624023	9.222222222222221	32.158729553222656	0	0	0.8717948717948718	0.7891155481338501
NODE_44_length_20990_cov_10.918844	20990	15	15	30.27216339111328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_45_length_20910_cov_8.071254	20910	11.191570881226054	11.191570881226054	18.043100357055664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_46_length_20820_cov_10.716205	20820	14.159362549800797	14.159362549800797	18.976608276367188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_47_length_20353_cov_19.794265	20353	42.578195475149656	22	57.18926239013672	0	0	4.813131313131313	6.048839569091797	0	0	4.26	6.4043192863464355	4.052287581699346	5.328100681304932	1.736842105263158	2.3424015045166016	0	0	1.8235294117647058	2.5400378704071045	0	0	0	0	3.892405063291139	4.796297073364258
NODE_48_length_20353_cov_6.483644	20353	59.047336712025626	8.737827715355806	8.309867858886719	3.9057971014492754	4.603950023651123	5.7440758293838865	10.11203670501709	0	0	5.28	7.8774261474609375	5.8354430379746836	11.938206672668457	6.469135802469136	18.366172790527344	5.870229007633588	10.314501762390137	8.849137931034482	24.823278427124023	7.330049261083744	29.85431480407715	0	0	1.0256410256410255	0.9472993612289429
NODE_49_length_20338_cov_6.788394	20338	64.30312437518471	8.509505703422054	5.400107383728027	2.909090909090909	2.0491929054260254	6.044444444444444	7.3299455642700195	0	0	5.066115702479339	6.584541320800781	6.124293785310734	14.627503395080566	8.248275862068965	23.044692993164063	8.536	19.740829467773438	8.148514851485148	25.962875366210938	9.616883116883116	34.00218963623047	0	0	1.1	0.5367007851600647
NODE_50_length_20140_cov_7.742345	20140	67.58858834229609	9.504201680672269	10.956871032714844	3.9281767955801103	5.365032196044922	5.518918918918919	9.543134689331055	0	0	5.025906735751295	8.622228622436523	6.839378238341969	15.545863151550293	7.626262626262626	21.707107543945313	7.608040201005025	21.359615325927734	10.61214953271028	27.761859893798828	9.774038461538462	29.337282180786133	0	0	1.1515151515151516	1.5041314363479614
NODE_51_length_20055_cov_9.795250	20055	20.10106631800007	13.220408163265306	25.033206939697266	0	0	3.7829457364341086	3.744934558868408	0	0	0	0	0.75	0.6008051633834839	1.288888888888889	0.669726550579071	0	0	0	0	0	0	0	0	1.0588235294117647	0.14259231090545654
NODE_52_length_19942_cov_6.514608	19942	54.287754356982134	8.288793103448276	6.7970781326293945	3.1557377049180326	2.9720804691314697	4.6020408163265305	5.504528999328613	0	0	4.557894736842106	5.1763739585876465	5.329032258064516	10.335328102111816	5.236111111111111	10.511333465576172	6.756302521008403	15.350794792175293	8	26.733882904052734	7.098684210526316	20.553247451782227	0	0	1.263157894736842	1.1508266925811768
NODE_53_length_19876_cov_6.851773	19876	67.77508166611824	8.49618320610687	5.764291286468506	4.038251366120218	5.714554309844971	4.859756097560975	7.532762050628662	0	0	5.568047337278107	9.511302947998047	5.886699507389163	10.688197135925293	8.621468926553673	23.922971725463867	7.213872832369942	17.784196853637695	11.130208333333334	42.77733612060547	10.44059405940594	35.30674362182617	0	0	1.52	1.2564866542816162
NODE_54_length_19849_cov_16.395878	19849	33.32987272166425	17	51.641136169433594	0	0	4.460829493087558	5.35744047164917	0	0	0.9642857142857144	1.717909574508667	3.303921568627451	2.788473606109619	1.4482758620689655	2.4125561714172363	0	0	1.7586206896551722	1.6328098773956299	0	0	0	0	4.393939393939394	4.676266670227051
NODE_55_length_19722_cov_18.510551	19722	40.60583890164082	20	63.83428955078125	0	0	4.486607142857143	5.169071674346924	0	0	4.130434782608695	4.675018310546875	3.8482758620689657	4.744778156280518	1.4285714285714286	2.0263829231262207	0	0	2.8	1.864874243736267	0	0	0	0	3.911949685534591	5.035671234130859
NODE_56_length_19694_cov_6.671012	19694	76.92751566836134	9.139442231075698	9.2118501663208	4.917050691244239	7.162644386291504	5.5754716981132075	8.232068061828613	0	0	5.786046511627907	10.305357933044434	9.197478991596638	18.243083953857422	8.801762114537445	22.57679557800293	8.23873873873874	21.765281677246094	11.598360655737705	29.253013610839844	11.995744680851065	34.58674240112305	0	0	1.6774193548387097	1.0024323463439941
NODE_57_length_19401_cov_7.459682	19401	54.35449375886291	9.34156378600823	9.371049880981445	3.0508474576271185	2.5958621501922607	5.294642857142857	7.08243989944458	0	0	4.806818181818182	4.871078968048096	5.386792452830188	8.448395729064941	5.441441441441442	9.618620872497559	6.1568627450980395	8.671149253845215	7.627737226277373	21.178909301757813	7.247787610619469	15.671479225158691	0	0	0	0
NODE_58_length_19238_cov_11.145233	19238	20.798056275043727	14.803347280334728	25.048458099365234	0	0	0	0	0	0	1.5714285714285716	0.8255542516708374	1.3333333333333333	0.36480414867401123	0.5185185185185185	0.09454870969057083	0	0	1.5238095238095237	0.1771041452884674	0	0	0	0	1.0476190476190477	0.0998660996556282
NODE_59_length_19042_cov_7.929952	19042	64.35907622254047	9.781893004115226	8.866183280944824	3.61271676300578	4.631804943084717	5.056962025316456	9.358193397521973	0	0	4.614130434782608	6.557651996612549	6.935135135135135	16.287017822265625	8.036585365853659	22.088394165039063	7.618497109826589	19.74877166748047	8.741463414634147	28.8878231048584	8.814634146341463	26.34247589111328	0	0	1.1470588235294117	0.7986586689949036
NODE_60_length_18828_cov_6.710009	18828	57.810583657615226	8.535398230088495	9.360990524291992	3.2564102564102564	3.1195995807647705	5.563758389261745	10.342401504516602	0	0	4.803921568627451	7.615719318389893	6.048192771084337	12.829447746276855	6.444444444444445	15.57681655883789	6.949367088607595	16.587045669555664	7.034090909090909	19.480104446411133	7.175	17.779293060302734	0	0	2	1.9904431104660034
NODE_61_length_18811_cov_16.480113	18811	38.28653564236078	19	64.27432250976563	0	0	3.975609756097561	4.479388236999512	0	0	4.79047619047619	5.442673206329346	3.9478260869565216	4.3456010818481445	1.0857142857142856	1.5174223184585571	0	0	1.5517241379310347	1.3323713541030884	0	0	0	0	3.935185185185185	3.8456552028656006
NODE_62_length_18806_cov_18.004106	18806	43.61675654318899	20	53.94944763183594	0	0	4.607142857142857	5.924205780029297	0	0	4.583333333333333	5.846146106719971	4.08955223880597	4.9582109451293945	3.37007874015748	3.1261720657348633	0	0	3.058252427184466	2.051056385040283	0	0	0	0	3.9083969465648853	4.138064861297607
NODE_63_length_18692_cov_8.034662	18692	65.9449715551304	10.65296803652968	10.46881103515625	3.616	4.138182640075684	4.933333333333334	6.884637832641602	0	0	4.503184713375796	6.725168704986572	6.005649717514125	11.973804473876953	7.862857142857143	24.40007781982422	6.45398773006135	16.766809463500977	10.27127659574468	28.49170684814453	9.76	33.17397689819336	0	0	1.8857142857142857	1.17098867893219
NODE_64_length_18628_cov_9.430464	18628	18.740564900931552	13.265822784810126	23.1776180267334	0	0	3.2222222222222223	1.5316781997680664	0	0	0	0	0.9743589743589743	0.36911654472351074	0.3448275862068966	0.14239564538002014	0	0	0	0	0	0	0	0	0.9333333333333333	0.12681102752685547
NODE_65_length_18607_cov_6.567432	18607	66.64876192536846	8.424107142857142	7.919253349304199	3.518987341772152	4.189634323120117	5.913978494623656	11.702470779418945	0	0	4.110429447852761	5.524123191833496	7.36734693877551	17.24188995361328	7.720430107526882	23.64423179626465	6.579545454545454	15.82314395904541	11.46078431372549	31.57553482055664	9.658415841584159	26.048587799072266	0	0	1.894736842105263	1.2985717058181763
NODE_66_length_18359_cov_17.029174	18359	37.83775456128397	21	123.51467895507813	0	0	3.9324324324324325	2.7687578201293945	0	0	3.0714285714285716	2.6522514820098877	3.65	3.585510015487671	1.3142857142857143	1.7784606218338013	0	0	0.9166666666666666	0.699271023273468	0	0	0	0	3.9529411764705884	2.9352920055389404
NODE_67_length_18289_cov_11.159044	18289	25.202931933061194	15	25.716453552246094	0	0	3.367816091954023	2.2329182624816895	0	0	0	0	2.7542372881355934	2.3426780700683594	1.069767441860465	1.012362003326416	0	0	1.1111111111111112	0.716567873954773	0	0	0	0	1.9	1.724931001663208
NODE_68_length_18257_cov_16.272333	18257	39.345411154518985	18	53.86679458618164	0	0	4.166666666666667	5.345538139343262	0	0	4.333333333333333	3.5104594230651855	3.1744186046511627	2.179574489593506	3.6666666666666665	2.1292877197265625	0	0	1.894736842105263	0.9688883423805237	0	0	0	0	4.109589041095891	2.9171597957611084
NODE_69_length_18076_cov_11.805061	18076	22.180085340191724	15	29.404102325439453	0	0	4.053571428571429	1.8251467943191528	0	0	0	0	1.7307692307692308	1.5131287574768066	0.8	0.7877552509307861	0	0	0	0	0	0	0	0	0.5957446808510638	0.42741459608078003
NODE_70_length_18065_cov_11.768684	18065	31.285468768677237	15	31.84556770324707	0	0	3.5755813953488373	3.8566911220550537	0	0	3.6808510638297873	0.9263523817062378	2.9873417721518987	1.8859001398086548	1.5333333333333334	0.5159223675727844	0	0	2.7391304347826084	1.0100502967834473	0	0	0	0	1.7692307692307692	1.5810072422027588
NODE_71_length_18010_cov_6.732052	18010	77.49906699481035	9.286995515695068	17.021385192871094	0.8780487804878048	3.4290783405303955	5.825	11.961471557617188	4.040229885057471	5.016417026519775	12.854166666666666	42.24369812011719	9.98076923076923	29.2741756439209	8.427184466019417	27.076824188232422	0.8285714285714286	1.2210074663162231	10.283018867924529	28.17214584350586	6.673170731707317	12.57168197631836	3.370629370629371	3.397610664367676	5.051282051282051	8.156082153320313
NODE_72_length_17948_cov_18.003074	17948	41.2599853280438	20	50.021484375	0	0	4.563063063063063	4.262049198150635	0	0	4.348623853211009	5.172240257263184	3.3333333333333335	2.7225303649902344	3.475609756097561	2.4294910430908203	0	0	1.7241379310344827	1.3889427185058594	0	0	0	0	3.8152173913043477	3.310682535171509
NODE_73_length_17843_cov_16.197718	17843	34.36431710311578	18	50.258419036865234	0	0	4.036585365853658	4.990983009338379	0	0	4.50828729281768	6.6474609375	1.55	1.6914657354354858	1.125	1.9830988645553589	0	0	1.8	0.9186663031578064	0	0	0	0	3.3444444444444446	2.387755870819092
NODE_74_length_17390_cov_6.679089	17390	52.775326916003635	8.36734693877551	8.992596626281738	3.3580246913580245	2.4296457767486572	4.830508474576271	4.144440174102783	0	0	4.6923076923076925	3.6820738315582275	4.988505747126437	6.649816513061523	4.724489795918367	6.38654899597168	8.148148148148149	16.462156295776367	6.311688311688312	18.725072860717773	5.887640449438202	8.962337493896484	0	0	1.4666666666666666	0.2776333689689636
NODE_75_length_17143_cov_6.175211	17143	96.0005837318655	8.53883495145631	6.636267185211182	1.2	0.2978040874004364	19	47.74553298950195	0	0	4.315384615384615	6.486942768096924	19	51.78495407104492	10.96078431372549	15.523838996887207	11.770731707317074	20.739604949951172	17	28.56330680847168	3.9291338582677167	6.517714023590088	0	0	0.2857142857142857	0.06664035469293594
NODE_76_length_17128_cov_17.648861	17128	34.64517428656068	19	52.04117965698242	0	0	4.678048780487805	4.470275402069092	0	0	4.969230769230769	4.4570112228393555	1.2571428571428571	3.46508526802063	1.44	1.6969188451766968	0	0	2.142857142857143	0.7239521145820618	0	0	0	0	1.1578947368421053	2.4766223430633545
NODE_77_length_17106_cov_27.452349	17106	34	34	70.06891632080078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_78_length_16963_cov_17.570677	16963	41.51204716336295	19	44.93452453613281	0	0	4.875	7.1897101402282715	0	0	4.9772727272727275	6.26380729675293	3.324561403508772	3.433500289916992	2.357142857142857	1.738755226135254	0	0	3.25	1.6875072717666626	0	0	0	0	3.7280701754385963	4.308762073516846
NODE_79_length_16702_cov_19.273082	16702	29.04860218213879	21	38.85417938232422	0	0	3.7791411042944785	4.141091823577881	0	0	4.269461077844311	6.376809597015381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_80_length_16659_cov_9.195495	16659	12.537688442211055	12.537688442211055	23.484508514404297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
